Product_category,5
totalroute_number,11
productnum_number,5
componentcat_number,3
disworkstationnum_number,3
reaworkstationnum_number,3
The quantity of the 0th product is,5
The quantity of the 1th product is,5
The quantity of the 2th product is,5
The quantity of the 3th product is,5
The quantity of the 4th product is,5
The type of the 0th product 0th component damage type number is,1
The type of the 0th product 1th component damage type number is,1
The type of the 0th product 2th component damage type number is,1
The type of the 1th product 0th component damage type number is,1
The type of the 1th product 1th component damage type number is,3
The type of the 1th product 2th component damage type number is,2
The type of the 2th product 0th component damage type number is,2
The type of the 2th product 1th component damage type number is,3
The type of the 2th product 2th component damage type number is,3
The type of the 3th product 0th component damage type number is,2
The type of the 3th product 1th component damage type number is,2
The type of the 3th product 2th component damage type number is,2
The type of the 4th product 0th component damage type number is,3
The type of the 4th product 1th component damage type number is,3
The type of the 4th product 2th component damage type number is,3
The type of the 0th product 0th component 0th damage type combine number is,[5]
The type of the 0th product 1th component 0th damage type combine number is,[5]
The type of the 0th product 2th component 0th damage type combine number is,[5]
The type of the 1th product 0th component 0th damage type combine number is,[5]
The type of the 1th product 1th component 0th damage type combine number is,[2]
The type of the 1th product 1th component 1th damage type combine number is,[1]
The type of the 1th product 1th component 2th damage type combine number is,[1]
The type of the 1th product 2th component 0th damage type combine number is,[4]
The type of the 1th product 2th component 1th damage type combine number is,[1]
The type of the 2th product 0th component 0th damage type combine number is,[1]
The type of the 2th product 0th component 1th damage type combine number is,[3]
The type of the 2th product 1th component 0th damage type combine number is,[3]
The type of the 2th product 1th component 1th damage type combine number is,[3]
The type of the 2th product 1th component 2th damage type combine number is,[1]
The type of the 2th product 2th component 0th damage type combine number is,[1]
The type of the 2th product 2th component 1th damage type combine number is,[3]
The type of the 2th product 2th component 2th damage type combine number is,[1]
The type of the 3th product 0th component 0th damage type combine number is,[2]
The type of the 3th product 0th component 1th damage type combine number is,[2]
The type of the 3th product 1th component 0th damage type combine number is,[4]
The type of the 3th product 1th component 1th damage type combine number is,[4]
The type of the 3th product 2th component 0th damage type combine number is,[1]
The type of the 3th product 2th component 1th damage type combine number is,[2]
The type of the 4th product 0th component 0th damage type combine number is,[1]
The type of the 4th product 0th component 1th damage type combine number is,[3]
The type of the 4th product 0th component 2th damage type combine number is,[2]
The type of the 4th product 1th component 0th damage type combine number is,[1]
The type of the 4th product 1th component 1th damage type combine number is,[3]
The type of the 4th product 1th component 2th damage type combine number is,[2]
The type of the 4th product 2th component 0th damage type combine number is,[1]
The type of the 4th product 2th component 1th damage type combine number is,[1]
The type of the 4th product 2th component 2th damage type combine number is,[1]
The disassemble time of the0th product is,2
The disassemble time of the1th product is,4
The disassemble time of the2th product is,5
The disassemble time of the3th product is,12
The disassemble time of the4th product is,10
The reassemble time of the0th product is,1
The reassemble time of the1th product is,2
The reassemble time of the2th product is,6
The reassemble time of the3th product is,6
The reassemble time of the4th product is,6
The type of the 0th route combine total opertion is,"[2, 9, 5, 8]"
The type of the 1th route combine total opertion is,"[2, 5, 8, 1]"
The type of the 2th route combine total opertion is,"[6, 3, 9, 10]"
The type of the 3th route combine total opertion is,"[8, 9]"
The type of the 4th route combine total opertion is,"[3, 4, 6]"
The type of the 5th route combine total opertion is,"[7, 1, 4, 8]"
The type of the 6th route combine total opertion is,"[10, 1, 7, 4]"
The type of the 7th route combine total opertion is,"[9, 7, 8, 3]"
The type of the 8th route combine total opertion is,"[8, 1, 5, 2]"
The type of the 9th route combine total opertion is,"[3, 8, 9, 6]"
The type of the 10th route combine total opertion is,"[7, 8, 6]"
