Product_category,7
totalroute_number,14
productnum_number,70
componentcat_number,7
disworkstationnum_number,3
reaworkstationnum_number,3
The quantity of the 0th product is,70
The quantity of the 1th product is,70
The quantity of the 2th product is,70
The quantity of the 3th product is,70
The quantity of the 4th product is,70
The quantity of the 5th product is,70
The quantity of the 6th product is,70
The type of the 0th product 0th component damage type number is,1
The type of the 0th product 1th component damage type number is,3
The type of the 0th product 2th component damage type number is,1
The type of the 0th product 3th component damage type number is,2
The type of the 0th product 4th component damage type number is,2
The type of the 0th product 5th component damage type number is,1
The type of the 0th product 6th component damage type number is,1
The type of the 1th product 0th component damage type number is,1
The type of the 1th product 1th component damage type number is,3
The type of the 1th product 2th component damage type number is,1
The type of the 1th product 3th component damage type number is,1
The type of the 1th product 4th component damage type number is,1
The type of the 1th product 5th component damage type number is,3
The type of the 1th product 6th component damage type number is,2
The type of the 2th product 0th component damage type number is,1
The type of the 2th product 1th component damage type number is,1
The type of the 2th product 2th component damage type number is,3
The type of the 2th product 3th component damage type number is,3
The type of the 2th product 4th component damage type number is,2
The type of the 2th product 5th component damage type number is,3
The type of the 2th product 6th component damage type number is,1
The type of the 3th product 0th component damage type number is,3
The type of the 3th product 1th component damage type number is,2
The type of the 3th product 2th component damage type number is,1
The type of the 3th product 3th component damage type number is,3
The type of the 3th product 4th component damage type number is,1
The type of the 3th product 5th component damage type number is,2
The type of the 3th product 6th component damage type number is,2
The type of the 4th product 0th component damage type number is,2
The type of the 4th product 1th component damage type number is,1
The type of the 4th product 2th component damage type number is,2
The type of the 4th product 3th component damage type number is,2
The type of the 4th product 4th component damage type number is,3
The type of the 4th product 5th component damage type number is,1
The type of the 4th product 6th component damage type number is,1
The type of the 5th product 0th component damage type number is,3
The type of the 5th product 1th component damage type number is,2
The type of the 5th product 2th component damage type number is,3
The type of the 5th product 3th component damage type number is,2
The type of the 5th product 4th component damage type number is,1
The type of the 5th product 5th component damage type number is,2
The type of the 5th product 6th component damage type number is,2
The type of the 6th product 0th component damage type number is,2
The type of the 6th product 1th component damage type number is,2
The type of the 6th product 2th component damage type number is,1
The type of the 6th product 3th component damage type number is,3
The type of the 6th product 4th component damage type number is,2
The type of the 6th product 5th component damage type number is,1
The type of the 6th product 6th component damage type number is,3
The type of the 0th product 0th component 0th damage type combine number is,[70]
The type of the 0th product 1th component 0th damage type combine number is,[9]
The type of the 0th product 1th component 1th damage type combine number is,[6]
The type of the 0th product 1th component 2th damage type combine number is,[37]
The type of the 0th product 2th component 0th damage type combine number is,[70]
The type of the 0th product 3th component 0th damage type combine number is,[24]
The type of the 0th product 3th component 1th damage type combine number is,[33]
The type of the 0th product 4th component 0th damage type combine number is,[6]
The type of the 0th product 4th component 1th damage type combine number is,[17]
The type of the 0th product 5th component 0th damage type combine number is,[70]
The type of the 0th product 6th component 0th damage type combine number is,[70]
The type of the 1th product 0th component 0th damage type combine number is,[70]
The type of the 1th product 1th component 0th damage type combine number is,[16]
The type of the 1th product 1th component 1th damage type combine number is,[7]
The type of the 1th product 1th component 2th damage type combine number is,[17]
The type of the 1th product 2th component 0th damage type combine number is,[70]
The type of the 1th product 3th component 0th damage type combine number is,[70]
The type of the 1th product 4th component 0th damage type combine number is,[70]
The type of the 1th product 5th component 0th damage type combine number is,[42]
The type of the 1th product 5th component 1th damage type combine number is,[40]
The type of the 1th product 5th component 2th damage type combine number is,[27]
The type of the 1th product 6th component 0th damage type combine number is,[21]
The type of the 1th product 6th component 1th damage type combine number is,[19]
The type of the 2th product 0th component 0th damage type combine number is,[70]
The type of the 2th product 1th component 0th damage type combine number is,[70]
The type of the 2th product 2th component 0th damage type combine number is,[23]
The type of the 2th product 2th component 1th damage type combine number is,[3]
The type of the 2th product 2th component 2th damage type combine number is,[21]
The type of the 2th product 3th component 0th damage type combine number is,[2]
The type of the 2th product 3th component 1th damage type combine number is,[26]
The type of the 2th product 3th component 2th damage type combine number is,[11]
The type of the 2th product 4th component 0th damage type combine number is,[60]
The type of the 2th product 4th component 1th damage type combine number is,[30]
The type of the 2th product 5th component 0th damage type combine number is,[7]
The type of the 2th product 5th component 1th damage type combine number is,[33]
The type of the 2th product 5th component 2th damage type combine number is,[40]
The type of the 2th product 6th component 0th damage type combine number is,[70]
The type of the 3th product 0th component 0th damage type combine number is,[30]
The type of the 3th product 0th component 1th damage type combine number is,[26]
The type of the 3th product 0th component 2th damage type combine number is,[26]
The type of the 3th product 1th component 0th damage type combine number is,[7]
The type of the 3th product 1th component 1th damage type combine number is,[29]
The type of the 3th product 2th component 0th damage type combine number is,[70]
The type of the 3th product 3th component 0th damage type combine number is,[46]
The type of the 3th product 3th component 1th damage type combine number is,[18]
The type of the 3th product 3th component 2th damage type combine number is,[5]
The type of the 3th product 4th component 0th damage type combine number is,[70]
The type of the 3th product 5th component 0th damage type combine number is,[26]
The type of the 3th product 5th component 1th damage type combine number is,[50]
The type of the 3th product 6th component 0th damage type combine number is,[8]
The type of the 3th product 6th component 1th damage type combine number is,[5]
The type of the 4th product 0th component 0th damage type combine number is,[69]
The type of the 4th product 0th component 1th damage type combine number is,[56]
The type of the 4th product 1th component 0th damage type combine number is,[70]
The type of the 4th product 2th component 0th damage type combine number is,[47]
The type of the 4th product 2th component 1th damage type combine number is,[57]
The type of the 4th product 3th component 0th damage type combine number is,[39]
The type of the 4th product 3th component 1th damage type combine number is,[17]
The type of the 4th product 4th component 0th damage type combine number is,[44]
The type of the 4th product 4th component 1th damage type combine number is,[18]
The type of the 4th product 4th component 2th damage type combine number is,[36]
The type of the 4th product 5th component 0th damage type combine number is,[70]
The type of the 4th product 6th component 0th damage type combine number is,[70]
The type of the 5th product 0th component 0th damage type combine number is,[1]
The type of the 5th product 0th component 1th damage type combine number is,[7]
The type of the 5th product 0th component 2th damage type combine number is,[14]
The type of the 5th product 1th component 0th damage type combine number is,[45]
The type of the 5th product 1th component 1th damage type combine number is,[37]
The type of the 5th product 2th component 0th damage type combine number is,[15]
The type of the 5th product 2th component 1th damage type combine number is,[10]
The type of the 5th product 2th component 2th damage type combine number is,[28]
The type of the 5th product 3th component 0th damage type combine number is,[55]
The type of the 5th product 3th component 1th damage type combine number is,[50]
The type of the 5th product 4th component 0th damage type combine number is,[70]
The type of the 5th product 5th component 0th damage type combine number is,[3]
The type of the 5th product 5th component 1th damage type combine number is,[45]
The type of the 5th product 6th component 0th damage type combine number is,[26]
The type of the 5th product 6th component 1th damage type combine number is,[31]
The type of the 6th product 0th component 0th damage type combine number is,[26]
The type of the 6th product 0th component 1th damage type combine number is,[15]
The type of the 6th product 1th component 0th damage type combine number is,[62]
The type of the 6th product 1th component 1th damage type combine number is,[68]
The type of the 6th product 2th component 0th damage type combine number is,[70]
The type of the 6th product 3th component 0th damage type combine number is,[17]
The type of the 6th product 3th component 1th damage type combine number is,[19]
The type of the 6th product 3th component 2th damage type combine number is,[55]
The type of the 6th product 4th component 0th damage type combine number is,[30]
The type of the 6th product 4th component 1th damage type combine number is,[61]
The type of the 6th product 5th component 0th damage type combine number is,[70]
The type of the 6th product 6th component 0th damage type combine number is,[37]
The type of the 6th product 6th component 1th damage type combine number is,[48]
The type of the 6th product 6th component 2th damage type combine number is,[26]
The disassemble time of the0th product is,3
The disassemble time of the1th product is,5
The disassemble time of the2th product is,9
The disassemble time of the3th product is,5
The disassemble time of the4th product is,13
The disassemble time of the5th product is,18
