Product_category,2
totalroute_number,10
productnum_number,15
componentcat_number,3
disworkstationnum_number,3
reaworkstationnum_number,3
The quantity of the 0th product is,15
The quantity of the 1th product is,15
The type of the 0th product 0th component damage type number is,3
The type of the 0th product 1th component damage type number is,3
The type of the 0th product 2th component damage type number is,3
The type of the 1th product 0th component damage type number is,3
The type of the 1th product 1th component damage type number is,3
The type of the 1th product 2th component damage type number is,2
The type of the 0th product 0th component 0th damage type combine number is,[10]
The type of the 0th product 0th component 1th damage type combine number is,[2]
The type of the 0th product 0th component 2th damage type combine number is,[8]
The type of the 0th product 1th component 0th damage type combine number is,[1]
The type of the 0th product 1th component 1th damage type combine number is,[2]
The type of the 0th product 1th component 2th damage type combine number is,[2]
The type of the 0th product 2th component 0th damage type combine number is,[5]
The type of the 0th product 2th component 1th damage type combine number is,[1]
The type of the 0th product 2th component 2th damage type combine number is,[1]
The type of the 1th product 0th component 0th damage type combine number is,[9]
The type of the 1th product 0th component 1th damage type combine number is,[4]
The type of the 1th product 0th component 2th damage type combine number is,[8]
The type of the 1th product 1th component 0th damage type combine number is,[7]
The type of the 1th product 1th component 1th damage type combine number is,[5]
The type of the 1th product 1th component 2th damage type combine number is,[1]
The type of the 1th product 2th component 0th damage type combine number is,[8]
The type of the 1th product 2th component 1th damage type combine number is,[9]
The disassemble time of the0th product is,3
The disassemble time of the1th product is,2
The reassemble time of the0th product is,2
The reassemble time of the1th product is,6
The type of the 0th route combine total opertion is,"[7, 4, 3]"
The type of the 1th route combine total opertion is,"[8, 5, 2]"
The type of the 2th route combine total opertion is,"[1, 9, 8]"
The type of the 3th route combine total opertion is,"[10, 4, 3]"
The type of the 4th route combine total opertion is,"[4, 10, 3, 11]"
The type of the 5th route combine total opertion is,"[8, 2, 7]"
The type of the 6th route combine total opertion is,"[10, 11, 4, 6]"
The type of the 7th route combine total opertion is,"[11, 3, 5, 4]"
The type of the 8th route combine total opertion is,"[1, 5, 11, 3]"
The type of the 9th route combine total opertion is,"[2, 3, 4, 1, 5]"
The type of the 0th product of the0th component the0th damage type can select the route is,"[[1, 5, 11, 3]]"
The type of the 0th product of the0th component the1th damage type can select the route is,"[[7, 4, 3]]"
The type of the 0th product of the0th component the2th damage type can select the route is,"[[10, 4, 3]]"
The type of the 0th product of the1th component the0th damage type can select the route is,"[[7, 4, 3]]"
The type of the 0th product of the1th component the1th damage type can select the route is,"[[8, 2, 7]]"
The type of the 0th product of the1th component the2th damage type can select the route is,"[[8, 5, 2]]"
The type of the 0th product of the2th component the0th damage type can select the route is,"[[10, 11, 4, 6]]"
The type of the 0th product of the2th component the1th damage type can select the route is,"[[10, 4, 3]]"
The type of the 0th product of the2th component the2th damage type can select the route is,"[[4, 10, 3, 11]]"
The type of the 1th product of the0th component the0th damage type can select the route is,"[[8, 2, 7]]"
The type of the 1th product of the0th component the1th damage type can select the route is,"[[1, 9, 8]]"
The type of the 1th product of the0th component the2th damage type can select the route is,"[[11, 3, 5, 4]]"
The type of the 1th product of the1th component the0th damage type can select the route is,"[[1, 5, 11, 3]]"
The type of the 1th product of the1th component the1th damage type can select the route is,"[[2, 3, 4, 1, 5]]"
The type of the 1th product of the1th component the2th damage type can select the route is,"[[8, 2, 7]]"
The type of the 1th product of the2th component the0th damage type can select the route is,"[[8, 2, 7]]"
The type of the 1th product of the2th component the1th damage type can select the route is,"[[4, 10, 3, 11]]"
The type of the 0th product of the0th component the0th damage type select the the0th route restore time is,[1]
The type of the 0th product of the0th component the0th damage type select the the1th route restore time is,[1]
The type of the 0th product of the0th component the0th damage type select the the2th route restore time is,[1]
