Product_category,10
totalroute_number,10
productnum_number,90
componentcat_number,6
disworkstationnum_number,3
reaworkstationnum_number,3
The quantity of the 0th product is,90
The quantity of the 1th product is,90
The quantity of the 2th product is,90
The quantity of the 3th product is,90
The quantity of the 4th product is,90
The quantity of the 5th product is,90
The quantity of the 6th product is,90
The quantity of the 7th product is,90
The quantity of the 8th product is,90
The quantity of the 9th product is,90
The type of the 0th product 0th component damage type number is,2
The type of the 0th product 1th component damage type number is,3
The type of the 0th product 2th component damage type number is,2
The type of the 0th product 3th component damage type number is,3
The type of the 0th product 4th component damage type number is,3
The type of the 0th product 5th component damage type number is,3
The type of the 1th product 0th component damage type number is,3
The type of the 1th product 1th component damage type number is,1
The type of the 1th product 2th component damage type number is,2
The type of the 1th product 3th component damage type number is,3
The type of the 1th product 4th component damage type number is,3
The type of the 1th product 5th component damage type number is,3
The type of the 2th product 0th component damage type number is,1
The type of the 2th product 1th component damage type number is,3
The type of the 2th product 2th component damage type number is,1
The type of the 2th product 3th component damage type number is,1
The type of the 2th product 4th component damage type number is,2
The type of the 2th product 5th component damage type number is,3
The type of the 3th product 0th component damage type number is,3
The type of the 3th product 1th component damage type number is,2
The type of the 3th product 2th component damage type number is,3
The type of the 3th product 3th component damage type number is,1
The type of the 3th product 4th component damage type number is,2
The type of the 3th product 5th component damage type number is,2
The type of the 4th product 0th component damage type number is,3
The type of the 4th product 1th component damage type number is,1
The type of the 4th product 2th component damage type number is,2
The type of the 4th product 3th component damage type number is,2
The type of the 4th product 4th component damage type number is,1
The type of the 4th product 5th component damage type number is,3
The type of the 5th product 0th component damage type number is,3
The type of the 5th product 1th component damage type number is,2
The type of the 5th product 2th component damage type number is,1
The type of the 5th product 3th component damage type number is,2
The type of the 5th product 4th component damage type number is,1
The type of the 5th product 5th component damage type number is,3
The type of the 6th product 0th component damage type number is,2
The type of the 6th product 1th component damage type number is,3
The type of the 6th product 2th component damage type number is,3
The type of the 6th product 3th component damage type number is,3
The type of the 6th product 4th component damage type number is,3
The type of the 6th product 5th component damage type number is,1
The type of the 7th product 0th component damage type number is,1
The type of the 7th product 1th component damage type number is,3
The type of the 7th product 2th component damage type number is,1
The type of the 7th product 3th component damage type number is,2
The type of the 7th product 4th component damage type number is,1
The type of the 7th product 5th component damage type number is,1
The type of the 8th product 0th component damage type number is,3
The type of the 8th product 1th component damage type number is,2
The type of the 8th product 2th component damage type number is,3
The type of the 8th product 3th component damage type number is,3
The type of the 8th product 4th component damage type number is,2
The type of the 8th product 5th component damage type number is,1
The type of the 9th product 0th component damage type number is,2
The type of the 9th product 1th component damage type number is,2
The type of the 9th product 2th component damage type number is,1
The type of the 9th product 3th component damage type number is,3
The type of the 9th product 4th component damage type number is,1
The type of the 9th product 5th component damage type number is,3
The type of the 0th product 0th component 0th damage type combine number is,[48]
The type of the 0th product 0th component 1th damage type combine number is,[82]
The type of the 0th product 1th component 0th damage type combine number is,[57]
The type of the 0th product 1th component 1th damage type combine number is,[23]
The type of the 0th product 1th component 2th damage type combine number is,[43]
The type of the 0th product 2th component 0th damage type combine number is,[81]
The type of the 0th product 2th component 1th damage type combine number is,[65]
The type of the 0th product 3th component 0th damage type combine number is,[12]
The type of the 0th product 3th component 1th damage type combine number is,[47]
The type of the 0th product 3th component 2th damage type combine number is,[31]
The type of the 0th product 4th component 0th damage type combine number is,[9]
The type of the 0th product 4th component 1th damage type combine number is,[42]
The type of the 0th product 4th component 2th damage type combine number is,[19]
The type of the 0th product 5th component 0th damage type combine number is,[26]
The type of the 0th product 5th component 1th damage type combine number is,[26]
The type of the 0th product 5th component 2th damage type combine number is,[51]
The type of the 1th product 0th component 0th damage type combine number is,[48]
The type of the 1th product 0th component 1th damage type combine number is,[42]
The type of the 1th product 0th component 2th damage type combine number is,[18]
The type of the 1th product 1th component 0th damage type combine number is,[90]
The type of the 1th product 2th component 0th damage type combine number is,[21]
The type of the 1th product 2th component 1th damage type combine number is,[33]
The type of the 1th product 3th component 0th damage type combine number is,[16]
The type of the 1th product 3th component 1th damage type combine number is,[72]
The type of the 1th product 3th component 2th damage type combine number is,[24]
The type of the 1th product 4th component 0th damage type combine number is,[34]
The type of the 1th product 4th component 1th damage type combine number is,[33]
The type of the 1th product 4th component 2th damage type combine number is,[9]
The type of the 1th product 5th component 0th damage type combine number is,[37]
The type of the 1th product 5th component 1th damage type combine number is,[11]
The type of the 1th product 5th component 2th damage type combine number is,[64]
The type of the 2th product 0th component 0th damage type combine number is,[90]
The type of the 2th product 1th component 0th damage type combine number is,[48]
The type of the 2th product 1th component 1th damage type combine number is,[29]
The type of the 2th product 1th component 2th damage type combine number is,[48]
The type of the 2th product 2th component 0th damage type combine number is,[90]
The type of the 2th product 3th component 0th damage type combine number is,[90]
The type of the 2th product 4th component 0th damage type combine number is,[66]
The type of the 2th product 4th component 1th damage type combine number is,[52]
The type of the 2th product 5th component 0th damage type combine number is,[1]
The type of the 2th product 5th component 1th damage type combine number is,[7]
The type of the 2th product 5th component 2th damage type combine number is,[43]
The type of the 3th product 0th component 0th damage type combine number is,[68]
The type of the 3th product 0th component 1th damage type combine number is,[11]
The type of the 3th product 0th component 2th damage type combine number is,[27]
The type of the 3th product 1th component 0th damage type combine number is,[46]
The type of the 3th product 1th component 1th damage type combine number is,[30]
The type of the 3th product 2th component 0th damage type combine number is,[62]
The type of the 3th product 2th component 1th damage type combine number is,[47]
The type of the 3th product 2th component 2th damage type combine number is,[20]
The type of the 3th product 3th component 0th damage type combine number is,[90]
The type of the 3th product 4th component 0th damage type combine number is,[89]
The type of the 3th product 4th component 1th damage type combine number is,[20]
The type of the 3th product 5th component 0th damage type combine number is,[42]
The type of the 3th product 5th component 1th damage type combine number is,[57]
The type of the 4th product 0th component 0th damage type combine number is,[1]
The type of the 4th product 0th component 1th damage type combine number is,[68]
The type of the 4th product 0th component 2th damage type combine number is,[69]
The type of the 4th product 1th component 0th damage type combine number is,[90]
The type of the 4th product 2th component 0th damage type combine number is,[58]
The type of the 4th product 2th component 1th damage type combine number is,[16]
The type of the 4th product 3th component 0th damage type combine number is,[68]
The type of the 4th product 3th component 1th damage type combine number is,[14]
The type of the 4th product 4th component 0th damage type combine number is,[90]
The type of the 4th product 5th component 0th damage type combine number is,[51]
The type of the 4th product 5th component 1th damage type combine number is,[60]
The type of the 4th product 5th component 2th damage type combine number is,[79]
The type of the 5th product 0th component 0th damage type combine number is,[11]
The type of the 5th product 0th component 1th damage type combine number is,[16]
The type of the 5th product 0th component 2th damage type combine number is,[45]
