n;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
op39;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_Cmax;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_TT;942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_Cmax;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_TT;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MaxFES;33000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;1;1;1;1;2;2;2;2;2;3;3;3;3;3;3;4;4;4;4;4;4;5;5;5;5;5;5;Cell
;;;1;2;5;19;3;4;6;6;20;7;8;8;8;13;14;9;10;11;11;12;21;15;16;16;17;18;22;Machine
Part Family;Job;Operation no;1;1;1;1;1;1;1;2;1;1;1;2;3;1;1;1;1;1;2;1;1;1;1;2;1;1;1;Alternative(for machine)
1;5;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1;5;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;4;;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1;7;1;;;;;;5;;;;;;;;;;;;;;;;;;;;;;
1;7;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;3;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;2;;9;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;3;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
1;38;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;
1;38;2;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
1;38;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
1;38;4;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
1;39;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
1;39;2;;;;5;;;;;;;;;;;;;;;;;;;;;;;;
1;39;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;39;4;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;2;;;;7;;;;;;;;;;;;;;;;;;;;;;;;
1;40;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;4;;;;7;;;;;;;;;;;;;;;;;;;;;;;;
1;44;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;
1;44;2;;;;;;;;;;;;;;4;;;;;;;;;;;;;;
1;44;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
1;44;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;58;1;;;;;;8;;;;;;;;;;;;;;;;;;;;;;
2;58;2;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;
2;58;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
2;58;4;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;
2;59;1;;;;;;;9;9;;;;;;;;;;;;;;;;;;;;
2;59;2;;;;;;7;;;;;;;;;;;;;;;;;;;;;;
2;59;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
2;31;1;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;
2;31;2;;;;;;9;;;;;;;;;;;;;;;;;;;;;;
2;31;3;;;;;5;;;;;;;;;;;;;;;;;;;;;;;
2;31;4;;;;;;;6;6;;;;;;;;;;;;;;;;;;;;
2;41;1;;;;;;;8;8;;;;;;;;;;;;;;;;;;;;
2;41;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
2;41;3;;;;;;;8;8;;;;;;;;;;;;;;;;;;;;
2;41;4;;;;;;;;;7;;;;;;;;;;;;;;;;;;;
2;42;1;;;;;4;;;;;;;;;;;;;;;;;;;;;;;
2;42;2;;;;;;;;;7;;;;;;;;;;;;;;;;;;;
2;42;3;;;;;;8;;;;;;;;;;;;;;;;;;;;;;
2;42;4;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;
2;43;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
2;43;2;;;;;8;;;;;;;;;;;;;;;;;;;;;;;
2;43;3;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;
2;43;4;;;;;8;;;;;;;;;;;;;;;;;;;;;;;
3;25;1;;;;;;;;;;;;;;6;;;;;;;;;;;;;;
3;25;2;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;
3;25;3;;;;;;;;;;;;;;;9;;;;;;;;;;;;;
3;25;4;;;;;;;;;;;4;4;4;;;;;;;;;;;;;;;
3;26;1;;;;;;;;;;;;;;;4;;;;;;;;;;;;;
3;26;2;;;;;;;;;;;5;5;5;;;;;;;;;;;;;;;
3;26;3;;;;;;;;;;;;;;7;;;;;;;;;;;;;;
3;26;4;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
3;27;1;;;;;;;;;;8;;;;;;;;;;;;;;;;;;
3;27;2;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
3;27;3;;;;;;;;;;;;;;5;;;;;;;;;;;;;;
3;28;1;;;;;;;;;;;2;2;2;;;;;;;;;;;;;;;
3;28;2;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
3;28;3;;;;;;;;;;;;;;9;;;;;;;;;;;;;;
3;28;4;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
3;29;1;;;;;;;;;;;6;6;6;;;;;;;;;;;;;;;
3;29;2;;;;;;;;;;;;;;7;;;;;;;;;;;;;;
3;29;3;;;;;;;;;;;;;;;4;;;;;;;;;;;;;
3;29;4;;;;;;;;;;5;;;;;;;;;;;;;;;;;;
3;48;1;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;
3;48;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
3;48;3;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
3;30;1;;;;;;;;;;;;;;;6;;;;;;;;;;;;;
