n;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
op37;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_Cmax;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_TT;896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_Cmax;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_TT;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MaxFES;31500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;4;4;4;4;4;4;4;4;5;5;5;5;Cell
;;;1;1;2;2;5;3;3;3;4;4;4;6;7;8;8;13;14;14;9;9;10;10;10;11;11;12;15;16;17;18;Machine
Part Family;Job;Operation no;1;2;1;2;1;1;2;3;1;2;3;1;1;1;2;1;1;2;1;2;1;2;3;1;2;1;1;1;1;1;Alternative(for machine)
1;1;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;3;;;;;;6;6;6;;;;;;;;;;;;;;;;;;;;;;;
1;1;4;;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;5;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;6;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;7;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;8;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;
1;5;9;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;10;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;11;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;
1;7;12;;;;;;;;;5;5;5;;;;;;;;;;;;;;;;;;;;
1;7;13;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;14;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;15;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;16;;;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;17;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;18;;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;19;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;20;;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;21;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;
2;3;22;;;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;23;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;
2;4;24;;;;;;6;6;6;;;;;;;;;;;;;;;;;;;;;;;
2;4;25;;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;
2;4;26;;;;;;6;6;6;;;;;;;;;;;;;;;;;;;;;;;
2;6;27;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;6;28;;;;;;;;;7;7;7;;;;;;;;;;;;;;;;;;;;
2;6;29;;;;;;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
2;6;30;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;10;31;;;;;;9;9;9;;;;;;;;;;;;;;;;;;;;;;;
2;10;32;;;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;10;33;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;
2;11;34;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;
2;11;35;;;;;;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
2;11;36;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;
2;11;37;;;;;;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
2;22;38;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;
2;22;39;;;;;;8;8;8;;;;;;;;;;;;;;;;;;;;;;;
2;22;40;;;;;;;;;3;3;3;;;;;;;;;;;;;;;;;;;;
2;22;41;;;;;;8;8;8;;;;;;;;;;;;;;;;;;;;;;;
2;58;42;;;;;;;;;8;8;8;;;;;;;;;;;;;;;;;;;;
2;58;43;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;
2;58;44;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;
2;58;45;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;
2;59;46;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;
2;59;47;;;;;;;;;7;7;7;;;;;;;;;;;;;;;;;;;;
2;59;48;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;
2;12;49;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;
2;12;50;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;
2;12;51;;;;;;;;;4;4;4;;;;;;;;;;;;;;;;;;;;
3;25;52;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;
3;25;53;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;
3;25;54;;;;;;;;;;;;;;;;;9;9;;;;;;;;;;;;;
3;25;55;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;
3;26;56;;;;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;
3;26;57;;;;;;;;;;;;;;5;5;;;;;;;;;;;;;;;;
3;26;58;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;
3;26;59;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
3;28;60;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;
3;28;61;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;
3;28;62;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;
3;28;63;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;
3;29;64;;;;;;;;;;;;;;6;6;;;;;;;;;;;;;;;;
3;29;65;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;
3;29;66;;;;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;
3;29;67;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;
3;47;68;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;
3;47;69;;;;;;;;;;;;;;8;8;;;;;;;;;;;;;;;;
3;47;70;;;;;;;;;;;;;;;;;7;7;;;;;;;;;;;;;
3;47;71;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;
3;48;72;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;
3;48;73;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
3;48;74;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;
3;30;75;;;;;;;;;;;;;;;;;6;6;;;;;;;;;;;;;
3;30;76;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;
3;30;77;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;
3;30;78;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;
4;32;79;;;;;;;;;;;;;;;;;;;;;7;7;7;;;;;;;;
4;32;80;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;
4;32;81;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;;;
4;32;82;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;
4;33;83;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;
4;33;84;;;;;;;;;;;;;;;;;;;6;6;;;;;;;;;;;
4;33;85;;;;;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;
4;33;86;;;;;;;;;;;;;;;;;;;6;6;;;;;;;;;;;
4;19;87;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;
4;19;88;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;
4;19;89;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;
4;20;90;;;;;;;;;;;;;;;;;;;;;;;;7;7;;;;;;
4;20;91;;;;;;;;;;;;;;;;;;;;;8;8;8;;;;;;;;
4;20;92;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;
4;21;93;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;
4;21;94;;;;;;;;;;;;;;;;;;;4;4;;;;;;;;;;;
4;21;95;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;
4;49;96;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;
4;49;97;;;;;;;;;;;;;;;;;;;8;8;;;;;;;;;;;
4;49;98;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;
4;49;99;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;
4;56;100;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
4;56;101;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;
4;56;102;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;;;
4;56;103;;;;;;;;;;;;;;;;;;;;;7;7;7;;;;;;;;
4;57;104;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;
4;57;105;;;;;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;
4;57;106;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;
4;57;107;;;;;;;;;;;;;;;;;;;;;5;5;5;;;;;;;;
5;45;108;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;
5;45;109;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;
5;45;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;
5;45;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;
5;34;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
5;34;113;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;
5;34;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
5;34;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
5;35;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
5;35;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;
5;35;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;
5;36;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;
5;36;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;
5;36;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;
5;36;122;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;
5;37;123;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;
5;37;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
5;37;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
5;37;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
