n;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
op25;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_Cmax;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_TT;820;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_Cmax;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_TT;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MaxFES;21500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;1;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;4;4;4;Cell
;;;1;1;1;1;1;2;5;3;4;4;4;4;4;6;7;8;8;8;8;8;13;14;9;10;11;12;Machine
Part Family;Job;Operation no;1;2;3;4;5;1;1;1;1;2;3;4;5;1;1;1;2;3;4;5;1;1;1;1;1;1;Alternative(for machine)
1;1;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;
1;1;2;;;;;;5;;;;;;;;;;;;;;;;;;;;;
1;1;3;;;;;;;;6;;;;;;;;;;;;;;;;;;;
1;1;4;;;;;;5;;;;;;;;;;;;;;;;;;;;;
1;1;5;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;
1;1;6;;;;;;;;6;;;;;;;;;;;;;;;;;;;
1;2;1;;;;;;4;;;;;;;;;;;;;;;;;;;;;
1;2;2;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;4;;;;;;;;;;;;;;;;;;;;;
1;2;4;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;
1;5;1;;;;;;;;;3;3;3;3;3;;;;;;;;;;;;;;
1;5;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;
1;5;3;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;
1;5;4;;;;;;;;;3;3;3;3;3;;;;;;;;;;;;;;
1;5;5;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;
1;7;1;;;;;;;;;5;5;5;5;5;;;;;;;;;;;;;;
1;7;2;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;
1;7;3;;;;;;;5;;;;;;;;;;;;;;;;;;;;
1;7;4;;;;;;;;;5;5;5;5;5;;;;;;;;;;;;;;
1;7;5;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;
1;8;1;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;
1;8;2;;;;;;9;;;;;;;;;;;;;;;;;;;;;
1;8;3;;;;;;;4;;;;;;;;;;;;;;;;;;;;
2;3;1;;;;;;;;;4;4;4;4;4;;;;;;;;;;;;;;
2;3;2;;;;;;7;;;;;;;;;;;;;;;;;;;;;
2;3;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;7;;;;;;;;;;;;;;;;;;;;;
2;3;5;;;;;;;;;4;4;4;4;4;;;;;;;;;;;;;;
2;4;1;;;;;;;;6;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;2;2;2;2;2;;;;;;;;;;;;;;
2;4;3;;;;;;;;6;;;;;;;;;;;;;;;;;;;
2;11;1;;;;;;;;;;;;;;3;;;;;;;;;;;;;
2;11;2;;;;;;;;5;;;;;;;;;;;;;;;;;;;
2;11;3;;;;;;;;;;;;;;3;;;;;;;;;;;;;
2;22;1;;;;;;;;;3;3;3;3;3;;;;;;;;;;;;;;
2;22;2;;;;;;;;8;;;;;;;;;;;;;;;;;;;
2;22;3;;;;;;;;;3;3;3;3;3;;;;;;;;;;;;;;
2;22;4;;;;;;;;8;;;;;;;;;;;;;;;;;;;
2;31;1;;;;;;;;;;;;;;;;4;4;4;4;4;;;;;;;
2;31;2;;;;;;;;;9;9;9;9;9;;;;;;;;;;;;;;
2;31;3;;;;;;;;5;;;;;;;;;;;;;;;;;;;
2;31;4;;;;;;;;;;;;;;6;;;;;;;;;;;;;
2;31;5;;;;;;;;;;;;;;;;4;4;4;4;4;;;;;;;
2;31;6;;;;;;;;;9;9;9;9;9;;;;;;;;;;;;;;
3;25;1;;;;;;;;;;;;;;;;;;;;;6;;;;;;
3;25;2;;;;;;;;;;;;;;;;4;4;4;4;4;;;;;;;
3;25;3;;;;;;;;;;;;;;;;;;;;;;9;;;;;
3;25;4;;;;;;;;;;;;;;;;4;4;4;4;4;;;;;;;
3;26;1;;;;;;;;;;;;;;;;;;;;;;4;;;;;
3;26;2;;;;;;;;;;;;;;;;5;5;5;5;5;;;;;;;
3;26;3;;;;;;;;;;;;;;;;;;;;;7;;;;;;
3;26;4;;;;;;;;;;;;;;;2;;;;;;;;;;;;
3;27;1;;;;;;;;;;;;;;;8;;;;;;;;;;;;
3;27;2;;;;;;;;;;;;;;;;;;;;;;3;;;;;
3;27;3;;;;;;;;;;;;;;;;;;;;;5;;;;;;
3;28;1;;;;;;;;;;;;;;;;2;2;2;2;2;;;;;;;
3;28;2;;;;;;;;;;;;;;;;;;;;;;3;;;;;
3;28;3;;;;;;;;;;;;;;;;;;;;;9;;;;;;
3;28;4;;;;;;;;;;;;;;;;;;;;;;3;;;;;
3;28;5;;;;;;;;;;;;;;;;2;2;2;2;2;;;;;;;
3;29;1;;;;;;;;;;;;;;;;6;6;6;6;6;;;;;;;
3;29;2;;;;;;;;;;;;;;;;;;;;;7;;;;;;
3;29;3;;;;;;;;;;;;;;;;;;;;;;4;;;;;
3;29;4;;;;;;;;;;;;;;;5;;;;;;;;;;;;
3;30;1;;;;;;;;;;;;;;;;;;;;;;6;;;;;
3;30;2;;;;;;;;;;;;;;;;3;3;3;3;3;;;;;;;
3;30;3;;;;;;;;;;;;;;;5;;;;;;;;;;;;
3;30;4;;;;;;;;;;;;;;;;3;3;3;3;3;;;;;;;
4;32;1;;;;;;;;;;;;;;;;;;;;;;;;7;;;
4;32;2;;;;;;;;;;;;;;;;;;;;;;;;;;6;
4;32;3;;;;;;;;;;;;;;;;;;;;;;;5;;;;
4;32;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;
4;33;1;;;;;;;;;;;;;;;;;;;;;;;;;3;;
4;33;2;;;;;;;;;;;;;;;;;;;;;;;6;;;;
4;33;3;;;;;;;;;;;;;;;;;;;;;;;;5;;;
4;33;4;;;;;;;;;;;;;;;;;;;;;;;6;;;;
4;20;1;;;;;;;;;;;;;;;;;;;;;;;;;7;;
4;20;2;;;;;;;;;;;;;;;;;;;;;;;;8;;;
4;20;3;;;;;;;;;;;;;;;;;;;;;;;;;;5;
4;21;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;
4;21;2;;;;;;;;;;;;;;;;;;;;;;;4;;;;
4;21;3;;;;;;;;;;;;;;;;;;;;;;;;;5;;
4;49;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;
4;49;2;;;;;;;;;;;;;;;;;;;;;;;8;;;;
4;49;3;;;;;;;;;;;;;;;;;;;;;;;;;;2;
4;49;4;;;;;;;;;;;;;;;;;;;;;;;;;3;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
