n;30;;;;;;;;;;;;;;;;;;;;;;;;;;;
L;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
m;25;;;;;;;;;;;;;;;;;;;;;;;;;;;
op38;113;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_Cmax;141;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_TT;1127;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_Cmax;51;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_TT;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
MaxFES;28000;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;1;1;1;1;2;2;2;2;2;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;Cell
;;;1;2;5;19;3;3;4;6;20;7;8;8;13;14;9;9;10;10;10;11;11;11;12;12;21;Machine
Part Family;Job;Operation no;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;2;3;1;2;3;1;2;1;Alternative(for machine)
1;2;1;;4;;;;;;;;;;;;;;;;;;;;;;;;
1;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;4;;;;;;;;;;;;;;;;;;;;;;;;
1;8;1;3;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;2;;9;;;;;;;;;;;;;;;;;;;;;;;;
1;8;3;;;4;;;;;;;;;;;;;;;;;;;;;;;
1;38;1;;;;3;;;;;;;;;;;;;;;;;;;;;;
1;38;2;;;4;;;;;;;;;;;;;;;;;;;;;;;
1;38;3;;2;;;;;;;;;;;;;;;;;;;;;;;;
1;38;4;;;4;;;;;;;;;;;;;;;;;;;;;;;
1;39;1;;;;;;;;;2;;;;;;;;;;;;;;;;;
1;39;2;;;;5;;;;;;;;;;;;;;;;;;;;;;
1;39;3;4;;;;;;;;;;;;;;;;;;;;;;;;;
1;39;4;;5;;;;;;;;;;;;;;;;;;;;;;;;
1;40;1;;2;;;;;;;;;;;;;;;;;;;;;;;;
1;40;2;;;;7;;;;;;;;;;;;;;;;;;;;;;
1;40;3;5;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;4;;;;7;;;;;;;;;;;;;;;;;;;;;;
1;44;1;;;3;;;;;;;;;;;;;;;;;;;;;;;
1;44;2;;;;;;;;;;;;;4;;;;;;;;;;;;;
1;44;3;;;;1;;;;;;;;;;;;;;;;;;;;;;
1;44;4;5;;;;;;;;;;;;;;;;;;;;;;;;;
2;10;1;;;;;9;9;;;;;;;;;;;;;;;;;;;;
2;10;2;;7;;;;;;;;;;;;;;;;;;;;;;;;
2;10;3;;;;;;;3;;;;;;;;;;;;;;;;;;;
2;11;1;;;;;;;;3;;;;;;;;;;;;;;;;;;
2;11;2;;;;;5;5;;;;;;;;;;;;;;;;;;;;
2;11;3;;;;;;;;3;;;;;;;;;;;;;;;;;;
2;11;4;;;;;5;5;;;;;;;;;;;;;;;;;;;;
2;22;1;;;;;;;3;;;;;;;;;;;;;;;;;;;
2;22;2;;;;;8;8;;;;;;;;;;;;;;;;;;;;
2;22;3;;;;;;;3;;;;;;;;;;;;;;;;;;;
2;22;4;;;;;8;8;;;;;;;;;;;;;;;;;;;;
2;31;1;;;;;;;;;;;4;4;;;;;;;;;;;;;;
2;31;2;;;;;;;9;;;;;;;;;;;;;;;;;;;
2;31;3;;;;;5;5;;;;;;;;;;;;;;;;;;;;
2;31;4;;;;;;;;6;;;;;;;;;;;;;;;;;;
2;41;1;;;;;;;;8;;;;;;;;;;;;;;;;;;
2;41;2;;;;;;;1;;;;;;;;;;;;;;;;;;;
2;41;3;;;;;;;;8;;;;;;;;;;;;;;;;;;
2;41;4;;;;;;;;;7;;;;;;;;;;;;;;;;;
2;42;1;;;;;4;4;;;;;;;;;;;;;;;;;;;;
2;42;2;;;;;;;;;7;;;;;;;;;;;;;;;;;
2;42;3;;;;;;;8;;;;;;;;;;;;;;;;;;;
2;42;4;;;;;;;;3;;;;;;;;;;;;;;;;;;
2;43;1;;;;;;;;;2;;;;;;;;;;;;;;;;;
2;43;2;;;;;8;8;;;;;;;;;;;;;;;;;;;;
2;43;3;;;;;;;;4;;;;;;;;;;;;;;;;;;
2;43;4;;;;;8;8;;;;;;;;;;;;;;;;;;;;
3;25;1;;;;;;;;;;;;;6;;;;;;;;;;;;;
3;25;2;;;;;;;;;;;4;4;;;;;;;;;;;;;;
3;25;3;;;;;;;;;;;;;;9;;;;;;;;;;;;
3;25;4;;;;;;;;;;;4;4;;;;;;;;;;;;;;
3;26;1;;;;;;;;;;;;;;4;;;;;;;;;;;;
3;26;2;;;;;;;;;;;5;5;;;;;;;;;;;;;;
3;26;3;;;;;;;;;;;;;7;;;;;;;;;;;;;
3;26;4;;;;;;;;;;2;;;;;;;;;;;;;;;;
3;27;1;;;;;;;;;;8;;;;;;;;;;;;;;;;
3;27;2;;;;;;;;;;;;;;3;;;;;;;;;;;;
3;27;3;;;;;;;;;;;;;5;;;;;;;;;;;;;
3;28;1;;;;;;;;;;;2;2;;;;;;;;;;;;;;
3;28;2;;;;;;;;;;;;;;3;;;;;;;;;;;;
3;28;3;;;;;;;;;;;;;9;;;;;;;;;;;;;
3;28;4;;;;;;;;;;;;;;3;;;;;;;;;;;;
3;29;1;;;;;;;;;;;6;6;;;;;;;;;;;;;;
3;29;2;;;;;;;;;;;;;7;;;;;;;;;;;;;
3;29;3;;;;;;;;;;;;;;4;;;;;;;;;;;;
3;29;4;;;;;;;;;;5;;;;;;;;;;;;;;;;
3;30;1;;;;;;;;;;;;;;6;;;;;;;;;;;;
3;30;2;;;;;;;;;;;3;3;;;;;;;;;;;;;;
3;30;3;;;;;;;;;;5;;;;;;;;;;;;;;;;
3;30;4;;;;;;;;;;;3;3;;;;;;;;;;;;;;
4;32;1;;;;;;;;;;;;;;;;;7;7;7;;;;;;;
4;32;2;;;;;;;;;;;;;;;;;;;;;;;6;6;;
4;32;3;;;;;;;;;;;;;;;5;5;;;;;;;;;;
4;32;4;;;;;;;;;;;;;;;;;;;;2;2;2;;;;
4;33;1;;;;;;;;;;;;;;;;;;;;3;3;3;;;;
4;33;2;;;;;;;;;;;;;;;6;6;;;;;;;;;;
4;33;3;;;;;;;;;;;;;;;;;5;5;5;;;;;;;
4;33;4;;;;;;;;;;;;;;;6;6;;;;;;;;;;
4;19;1;;;;;;;;;;;;;;;3;3;;;;;;;;;;
4;19;2;;;;;;;;;;6;;;;;;;;;;;;;;;;
4;19;3;;;;;;;;;;;;;;;;;2;2;2;;;;;;;
4;20;1;;;;;;;;;;;;;;;;;;;;7;7;7;;;;
4;20;2;;;;;;;;;;;;;;;;;8;8;8;;;;;;;
4;20;3;;;;;;;;;;;;;;;;;;;;;;;5;5;;
4;21;1;;;;;;;;;;;;;;;;;;;;;;;3;3;;
4;21;2;;;;;;;;;;;;;;;4;4;;;;;;;;;;
4;21;3;;;;;;;;;;;;;;;;;;;;5;5;5;;;;
4;49;1;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
4;49;2;;;;;;;;;;;;;;;8;8;;;;;;;;;;
4;49;3;;;;;;;;;;;;;;;;;;;;;;;2;2;;
4;49;4;;;;;;;;;;;;;;;;;;;;3;3;3;;;;
4;50;1;;;;;;;;;;;;;;;;;;;;;;;;;1;
4;50;2;;;;;;;;;;;;;;;;;2;2;2;;;;;;;
4;50;3;;;;;;;;;;;;;;;;;;;;;;;3;3;;
4;50;4;;;;;;;;;;;;;;;;;;;;4;4;4;;;;
4;51;1;;;;;;;;;;;;;;;;;;;;;;;6;6;;
4;51;2;;;;;;;;;;;;;;;;;;;;;;;;;9;
4;51;3;;;;;;;;;;;;;;;;;5;5;5;;;;;;;
4;51;4;;;;;;;;;;;;;;;;;;;;;;;;;9;
4;52;1;;;;;;;;;;;;;;;;;;;;;;;3;3;;
4;52;2;;;;;;;;;;;;;;;7;7;;;;;;;;;;
4;52;3;;;;;;;;;;;;;;;;;;;;;;;;;4;
4;52;4;;;;;;;;;;;;;;;;;;;;8;8;8;;;;
4;56;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
4;56;2;;;;;;;;;;;;;;;;;;;;2;2;2;;;;
4;56;3;;;;;;;;;;;;;;;5;5;;;;;;;;;;
4;56;4;;;;;;;;;;;;;;;;;7;7;7;;;;;;;
4;57;1;;;;;;;;;;;;;;;;;;;;1;1;1;;;;
4;57;2;;;;;;;;;;;;;;;;;5;5;5;;;;;;;
4;57;3;;;;;;;;;;;;;;;;;;;;;;;3;3;;
4;57;4;;;;;;;;;;;;;;;;;5;5;5;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;
2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;
4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;77;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;110;;;;;;;;;;;;;;;;;;;;;;;;;;;
