,n,35,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
0,L,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,m,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,op37,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,N_Cmax,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N_TT,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,I_Cmax,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,I_TT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MaxFES,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,Cell
11,,,,1.0,1.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,7.0,8.0,8.0,13.0,14.0,14.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,12.0,15.0,16.0,17.0,18.0,Machine
12,Part Family,Job,Operation no,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Alternative(for machine)
13,1,1,1,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,1,2,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,1,3,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
16,1,1,4,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,2,5,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,2,6,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,2,7,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,5,8,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
21,1,5,9,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,5,10,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,5,11,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
24,1,7,12,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,
25,1,7,13,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,7,14,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,8,15,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,8,16,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,8,17,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,9,18,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,9,19,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,9,20,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,3,21,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
34,2,3,22,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,3,23,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
36,2,4,24,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
37,2,4,25,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
38,2,4,26,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
39,2,6,27,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,6,28,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,
41,2,6,29,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
42,2,6,30,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2,10,31,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,
44,2,10,32,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,10,33,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
46,2,11,34,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
47,2,11,35,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
48,2,11,36,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
49,2,11,37,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
50,2,22,38,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
51,2,22,39,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
52,2,22,40,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
53,2,22,41,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
54,2,58,42,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
55,2,58,43,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
56,2,58,44,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
57,2,58,45,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
58,2,59,46,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,
59,2,59,47,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,
60,2,59,48,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
61,2,12,49,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
62,2,12,50,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
63,2,12,51,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
64,3,25,52,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
65,3,25,53,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,
66,3,25,54,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,
67,3,25,55,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,
68,3,26,56,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
69,3,26,57,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,
70,3,26,58,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
71,3,26,59,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
72,3,28,60,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,
73,3,28,61,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,
74,3,28,62,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,
75,3,28,63,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,
76,3,29,64,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,
77,3,29,65,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
78,3,29,66,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
79,3,29,67,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
80,3,47,68,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,
81,3,47,69,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,
82,3,47,70,,,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,,
83,3,47,71,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,
84,3,48,72,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
85,3,48,73,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
86,3,48,74,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,
87,3,30,75,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,
88,3,30,76,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,
89,3,30,77,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
90,3,30,78,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,
91,4,32,79,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,
92,4,32,80,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,
93,4,32,81,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,
94,4,32,82,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
95,4,33,83,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,
96,4,33,84,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,
97,4,33,85,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,
98,4,33,86,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,
99,4,19,87,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,
100,4,19,88,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
101,4,19,89,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,
102,4,20,90,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,,,,
103,4,20,91,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,,,,,,,,
104,4,20,92,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
105,4,21,93,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
106,4,21,94,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,
107,4,21,95,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,
108,4,49,96,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
109,4,49,97,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,,
110,4,49,98,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
111,4,49,99,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,
112,4,56,100,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
113,4,56,101,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
114,4,56,102,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,
115,4,56,103,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,
116,4,57,104,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
117,4,57,105,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,
118,4,57,106,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
119,4,57,107,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,
120,5,45,108,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
121,5,45,109,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,
122,5,45,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
123,5,45,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
124,5,34,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
125,5,34,113,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
126,5,34,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
127,5,34,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
128,5,35,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
129,5,35,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
130,5,35,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
131,5,36,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
132,5,36,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
