,n,20,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
0,L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,m,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,op22,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,N_Cmax,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N_TT,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,I_Cmax,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,I_TT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MaxFES,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,Cell
11,,,,1.0,1.0,1.0,2.0,5.0,19.0,29.0,3.0,4.0,6.0,20.0,20.0,20.0,30.0,31.0,32.0,7.0,8.0,13.0,13.0,13.0,14.0,33.0,9.0,10.0,11.0,Machine
12,Part Family,Job,Operation no,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,Alternative(for machine)
13,1,74,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14,1,74,2,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
15,1,74,3,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
16,1,74,4,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
17,1,74,5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
18,1,75,1,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,
19,1,75,2,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
20,1,75,3,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
21,1,75,4,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
22,1,75,5,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
23,1,76,1,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
24,1,76,2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,76,3,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
26,1,76,4,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
27,1,76,5,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
28,1,77,1,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
29,1,77,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
30,1,77,3,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
