n;5;;;;;;;;
L;2;;;;;;;;
C;2;;;;;;;;
m;6;;;;;;;;
op2;14;;;;;;;;
N_Cmax;43;;;;;;;;
N_TT;74;;;;;;;;
I_Cmax;28;;;;;;;;
I_TT;0;;;;;;;;
MaxFES;3500;;;;;;;;
;;;;;;;;;
;;;1;1;1;2;2;2;Cell
;;;1;2;2;3;4;4;Machine
Part Family;Job;Operation no;1;1;2;1;1;2;Alternative(for machine)
1;2;1;;4;4;;;;
1;2;2;3;;;;;;
1;2;3;;4;4;;;;
1;9;1;;5;5;;;;
1;9;2;4;;;;;;
1;9;3;;5;5;;;;
2;4;1;;;;6;;;
2;4;2;;;;;2;2;
2;4;3;;;;6;;;
2;22;1;;;;;3;3;
2;22;2;;;;8;;;
2;22;3;;;;;3;3;
2;22;4;;;;8;;;
2;23;1;;;;;7;7;
;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;
1;1;0;;;;;;;
1;2;3;;;;;;;
2;1;4;;;;;;;
2;2;0;;;;;;;
;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;
1;1;0;;;;;;;
1;2;3;;;;;;;
2;1;4;;;;;;;
2;2;0;;;;;;;
;;;;;;;;;
Job;Due Date;;;;;;;;
2;77;;;;;;;;
9;50;;;;;;;;
4;3;;;;;;;;
22;11;;;;;;;;
23;8;;;;;;;;
;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;
1;29;34;;;;;;;
2;30;46;;;;;;;
3;31;40;;;;;;;
4;30;49;;;;;;;
5;28;44;;;;;;;
6;28;37;;;;;;;
7;29;50;;;;;;;
8;32;44;;;;;;;
9;29;44;;;;;;;
10;32;45;;;;;;;
11;33;34;;;;;;;
12;28;39;;;;;;;
13;32;36;;;;;;;
14;32;38;;;;;;;
15;32;48;;;;;;;
16;31;45;;;;;;;
17;32;33;;;;;;;
18;33;47;;;;;;;
19;33;34;;;;;;;
20;31;42;;;;;;;
21;29;50;;;;;;;
22;32;39;;;;;;;
23;30;45;;;;;;;
