n;6;;;;;;;;
L;2;;;;;;;;
C;2;;;;;;;;
m;6;;;;;;;;
op6;21;;;;;;;;
N_Cmax;88;;;;;;;;
N_TT;144;;;;;;;;
I_Cmax;28;;;;;;;;
I_TT;0;;;;;;;;
MaxFES;5000;;;;;;;;
;;;;;;;;;
;;;1;1;1;2;2;2;Cell
;;;1;2;2;3;3;4;Machine
Part Family;Job;Operation no;1;1;2;1;2;1;Alternative(for machine)
1;1;1;4;;;;;;
1;1;2;;5;5;;;;
1;1;3;;;;6;6;;
1;1;4;;5;5;;;;
1;2;1;;4;4;;;;
1;2;2;3;;;;;;
1;2;3;;4;4;;;;
1;5;1;;;;;;3;
1;5;2;;2;2;;;;
1;5;3;6;;;;;;
1;5;4;;;;;;3;
2;6;1;1;;;;;;
2;6;2;;;;;;7;
2;6;3;;;;5;5;;
2;6;4;1;;;;;;
2;3;1;;;;;;4;
2;3;2;;7;7;;;;
2;3;3;;;;2;2;;
2;4;1;;;;6;6;;
2;4;2;;;;;;2;
2;4;3;;;;6;6;;
;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;
1;1;0;;;;;;;
1;2;3;;;;;;;
2;1;4;;;;;;;
2;2;0;;;;;;;
;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;
1;1;0;;;;;;;
1;2;3;;;;;;;
2;1;4;;;;;;;
2;2;0;;;;;;;
;;;;;;;;;
Job;Due Date;;;;;;;;
1;98;;;;;;;;
2;77;;;;;;;;
5;48;;;;;;;;
6;2;;;;;;;;
3;75;;;;;;;;
4;3;;;;;;;;
;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;
1;37;36;;;;;;;
2;46;51;;;;;;;
3;54;43;;;;;;;
4;42;55;;;;;;;
5;32;48;;;;;;;
6;29;39;;;;;;;
7;40;56;;;;;;;
8;55;49;;;;;;;
9;39;48;;;;;;;
10;56;50;;;;;;;
11;65;36;;;;;;;
12;34;42;;;;;;;
13;59;37;;;;;;;
14;59;41;;;;;;;
15;60;54;;;;;;;
16;50;50;;;;;;;
17;55;34;;;;;;;
18;67;52;;;;;;;
19;62;35;;;;;;;
20;48;46;;;;;;;
21;38;56;;;;;;;
22;55;42;;;;;;;
23;45;49;;;;;;;
24;55;44;;;;;;;
25;37;42;;;;;;;
26;49;37;;;;;;;
27;41;49;;;;;;;
28;43;37;;;;;;;
29;65;35;;;;;;;
30;66;45;;;;;;;
31;53;35;;;;;;;
