n;4;;;;;;;;
L;2;;;;;;;;
C;2;;;;;;;;
m;6;;;;;;;;
op1;13;;;;;;;;
N_Cmax;36;;;;;;;;
N_TT;52;;;;;;;;
I_Cmax;28;;;;;;;;
I_TT;0;;;;;;;;
MaxFES;3000;;;;;;;;
;;;;;;;;;
;;;1;1;1;2;2;2;Cell
;;;1;2;2;3;4;4;Machine
Part Family;Job;Operation no;1;1;2;1;1;2;Alternative(for machine)
1;2;1;;4;4;;;;
1;2;2;3;;;;;;
1;2;3;;4;4;;;;
1;9;1;;5;5;;;;
1;9;2;4;;;;;;
1;9;3;;5;5;;;;
2;4;1;;;;6;;;
2;4;2;;;;;2;2;
2;4;3;;;;6;;;
2;22;1;;;;;3;3;
2;22;2;;;;8;;;
2;22;3;;;;;3;3;
2;22;4;;;;8;;;
;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;
1;1;0;;;;;;;
1;2;3;;;;;;;
2;1;4;;;;;;;
2;2;0;;;;;;;
;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;
1;1;0;;;;;;;
1;2;3;;;;;;;
2;1;4;;;;;;;
2;2;0;;;;;;;
;;;;;;;;;
Job;Due Date;;;;;;;;
2;77;;;;;;;;
9;50;;;;;;;;
4;3;;;;;;;;
22;11;;;;;;;;
;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;
1;29;33;;;;;;;
2;30;34;;;;;;;
3;31;33;;;;;;;
4;30;34;;;;;;;
5;28;34;;;;;;;
6;28;33;;;;;;;
7;29;34;;;;;;;
8;32;34;;;;;;;
9;29;34;;;;;;;
10;32;34;;;;;;;
11;33;33;;;;;;;
12;28;33;;;;;;;
13;32;33;;;;;;;
14;32;33;;;;;;;
15;32;34;;;;;;;
16;31;34;;;;;;;
17;32;33;;;;;;;
18;33;34;;;;;;;
19;33;33;;;;;;;
20;31;34;;;;;;;
21;29;34;;;;;;;
22;32;33;;;;;;;
23;30;34;;;;;;;
24;32;33;;;;;;;
25;29;33;;;;;;;
