n;10;;;;;;;;;;
L;2;;;;;;;;;;
C;2;;;;;;;;;;
m;8;;;;;;;;;;
op16;33;;;;;;;;;;
N_Cmax;94;;;;;;;;;;
N_TT;318;;;;;;;;;;
I_Cmax;47;;;;;;;;;;
I_TT;0;;;;;;;;;;
MaxFES;8000;;;;;;;;;;
;;;;;;;;;;;
;;;1;1;1;1;2;2;2;2;Cell
;;;1;2;2;5;3;4;4;6;Machine
Part Family;Job;Operation no;1;1;2;1;1;1;2;1;Alternative(for machine)
1;2;1;;4;4;;;;;;
1;2;2;3;;;;;;;;
1;2;3;;4;4;;;;;;
1;5;1;;;;;;3;3;;
1;5;2;;2;2;;;;;;
1;5;3;6;;;;;;;;
1;5;4;;;;;;3;3;;
1;7;1;;;;;;5;5;;
1;7;2;6;;;;;;;;
1;7;3;;;;5;;;;;
1;8;1;3;;;;;;;;
1;8;2;;9;9;;;;;;
1;8;3;;;;4;;;;;
1;9;1;;5;5;;;;;;
1;9;2;4;;;;;;;;
1;9;3;;5;5;;;;;;
2;4;1;;;;;6;;;;
2;4;2;;;;;;2;2;;
2;4;3;;;;;6;;;;
2;10;1;;;;;9;;;;
2;10;2;;7;7;;;;;;
2;10;3;;;;;;3;3;;
2;11;1;;;;;;;;3;
2;11;2;;;;;5;;;;
2;11;3;;;;;;;;3;
2;11;4;;;;;5;;;;
2;12;1;;;;;;4;4;;
2;12;2;;;;;;;;5;
2;12;3;;;;;;4;4;;
2;22;1;;;;;;3;3;;
2;22;2;;;;;8;;;;
2;22;3;;;;;;3;3;;
2;22;4;;;;;8;;;;
;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;
1;1;0;;;;;;;;;
1;2;3;;;;;;;;;
2;1;4;;;;;;;;;
2;2;0;;;;;;;;;
;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;
1;1;0;;;;;;;;;
1;2;3;;;;;;;;;
2;1;4;;;;;;;;;
2;2;0;;;;;;;;;
;;;;;;;;;;;
Job;Due Date;;;;;;;;;;
2;77;;;;;;;;;;
5;48;;;;;;;;;;
7;5;;;;;;;;;;
8;110;;;;;;;;;;
9;50;;;;;;;;;;
4;3;;;;;;;;;;
10;8;;;;;;;;;;
11;53;;;;;;;;;;
12;21;;;;;;;;;;
22;11;;;;;;;;;;
;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;
1;49;92;;;;;;;;;
2;51;138;;;;;;;;;
3;52;114;;;;;;;;;
4;50;150;;;;;;;;;
5;47;129;;;;;;;;;
6;47;102;;;;;;;;;
7;49;153;;;;;;;;;
8;53;130;;;;;;;;;
9;49;127;;;;;;;;;
10;53;133;;;;;;;;;
11;55;91;;;;;;;;;
12;48;111;;;;;;;;;
13;54;96;;;;;;;;;
14;54;106;;;;;;;;;
15;54;146;;;;;;;;;
16;52;134;;;;;;;;;
17;53;85;;;;;;;;;
18;55;140;;;;;;;;;
19;54;89;;;;;;;;;
20;51;121;;;;;;;;;
21;49;153;;;;;;;;;
22;53;111;;;;;;;;;
23;50;131;;;;;;;;;
24;53;117;;;;;;;;;
25;49;109;;;;;;;;;
26;51;96;;;;;;;;;
27;50;132;;;;;;;;;
28;50;95;;;;;;;;;
29;55;90;;;;;;;;;
30;55;118;;;;;;;;;
31;52;88;;;;;;;;;
32;48;99;;;;;;;;;
33;47;106;;;;;;;;;
34;51;106;;;;;;;;;
35;55;145;;;;;;;;;
36;54;100;;;;;;;;;
37;47;97;;;;;;;;;
38;50;150;;;;;;;;;
39;50;138;;;;;;;;;
40;55;93;;;;;;;;;
41;51;107;;;;;;;;;
42;47;117;;;;;;;;;
43;50;111;;;;;;;;;
44;50;85;;;;;;;;;
45;52;142;;;;;;;;;
46;54;138;;;;;;;;;
47;47;86;;;;;;;;;
48;54;100;;;;;;;;;
49;54;117;;;;;;;;;
50;49;93;;;;;;;;;
51;48;110;;;;;;;;;
52;51;110;;;;;;;;;
53;52;106;;;;;;;;;
54;47;96;;;;;;;;;
55;49;115;;;;;;;;;
56;53;97;;;;;;;;;
57;48;143;;;;;;;;;
58;55;106;;;;;;;;;
59;55;129;;;;;;;;;
60;54;133;;;;;;;;;
61;55;122;;;;;;;;;
62;53;96;;;;;;;;;
63;47;86;;;;;;;;;
64;48;90;;;;;;;;;
65;49;99;;;;;;;;;
66;47;148;;;;;;;;;
67;51;141;;;;;;;;;
68;55;93;;;;;;;;;
69;54;132;;;;;;;;;
70;55;88;;;;;;;;;
71;49;98;;;;;;;;;
72;53;97;;;;;;;;;
73;47;131;;;;;;;;;
74;52;101;;;;;;;;;
75;47;124;;;;;;;;;
76;49;100;;;;;;;;;
77;52;126;;;;;;;;;
78;48;125;;;;;;;;;
79;53;106;;;;;;;;;
80;50;121;;;;;;;;;
81;48;153;;;;;;;;;
82;54;89;;;;;;;;;
83;50;142;;;;;;;;;
84;53;106;;;;;;;;;
85;54;145;;;;;;;;;
86;51;105;;;;;;;;;
87;53;140;;;;;;;;;
88;50;136;;;;;;;;;
89;54;120;;;;;;;;;
90;47;108;;;;;;;;;
91;50;146;;;;;;;;;
92;47;134;;;;;;;;;
93;55;144;;;;;;;;;
94;49;145;;;;;;;;;
95;52;113;;;;;;;;;
96;50;121;;;;;;;;;
97;50;111;;;;;;;;;
98;54;107;;;;;;;;;
99;49;132;;;;;;;;;
100;54;102;;;;;;;;;
101;55;107;;;;;;;;;
102;50;95;;;;;;;;;
103;47;150;;;;;;;;;
104;51;141;;;;;;;;;
105;48;115;;;;;;;;;
106;54;97;;;;;;;;;
107;49;85;;;;;;;;;
108;48;104;;;;;;;;;
109;55;95;;;;;;;;;
110;47;119;;;;;;;;;
111;51;142;;;;;;;;;
112;53;115;;;;;;;;;
113;50;149;;;;;;;;;
114;55;109;;;;;;;;;
115;55;88;;;;;;;;;
116;50;92;;;;;;;;;
117;53;141;;;;;;;;;
118;50;89;;;;;;;;;
119;51;146;;;;;;;;;
120;52;85;;;;;;;;;
121;50;118;;;;;;;;;
122;52;99;;;;;;;;;
123;52;103;;;;;;;;;
124;49;108;;;;;;;;;
125;49;126;;;;;;;;;
