n;10;;;;;;;;;;;;;
L;4;;;;;;;;;;;;;
C;4;;;;;;;;;;;;;
m;11;;;;;;;;;;;;;
op13;33;;;;;;;;;;;;;
N_Cmax;103;;;;;;;;;;;;;
N_TT;258;;;;;;;;;;;;;
I_Cmax;34;;;;;;;;;;;;;
I_TT;0;;;;;;;;;;;;;
MaxFES;8000;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;1;1;1;2;2;2;3;3;3;4;4;Cell
;;;1;2;2;3;4;4;7;7;8;9;10;Machine
Part Family;Job;Operation no;1;1;2;1;1;2;1;2;1;1;1;Alternative(for machine)
1;1;1;4;;;;;;;;;;;
1;1;2;;5;5;;;;;;;;;
1;1;3;;;;6;;;;;;;;
1;1;4;;5;5;;;;;;;;;
1;2;1;;4;4;;;;;;;;;
1;2;2;3;;;;;;;;;;;
1;2;3;;4;4;;;;;;;;;
1;5;1;;;;;3;3;;;;;;
1;5;2;;2;2;;;;;;;;;
1;5;3;6;;;;;;;;;;;
1;5;4;;;;;3;3;;;;;;
2;6;1;1;;;;;;;;;;;
2;6;2;;;;;7;7;;;;;;
2;6;3;;;;5;;;;;;;;
2;6;4;1;;;;;;;;;;;
2;3;1;;;;;4;4;;;;;;
2;3;2;;7;7;;;;;;;;;
2;3;3;;;;2;;;;;;;;
2;4;1;;;;6;;;;;;;;
2;4;2;;;;;2;2;;;;;;
2;4;3;;;;6;;;;;;;;
3;15;1;;;;;;;;;2;;;
3;15;2;;;;;;;4;4;;;;
3;15;3;;;;;1;1;;;;;;
3;16;1;;;;;;;5;5;;;;
3;16;2;;2;2;;;;;;;;;
3;16;3;;;;;;;;;3;;;
3;16;4;;2;2;;;;;;;;;
4;18;1;;;;;;;;;;;6;
4;18;2;;;;;;;;;;4;;
4;19;1;;;;;;;;;;3;;
4;19;2;;;;;;;6;6;;;;
4;19;3;;;;;;;;;;;2;
;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;
2;4;2;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;
3;4;5;;;;;;;;;;;;
4;1;7;;;;;;;;;;;;
4;2;5;;;;;;;;;;;;
4;3;2;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;
;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;
1;4;4;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;
2;4;5;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;
3;4;3;;;;;;;;;;;;
4;1;5;;;;;;;;;;;;
4;2;4;;;;;;;;;;;;
4;3;3;;;;;;;;;;;;
4;4;0;;;;;;;;;;;;
;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;
1;98;;;;;;;;;;;;;
2;77;;;;;;;;;;;;;
5;48;;;;;;;;;;;;;
6;2;;;;;;;;;;;;;
3;75;;;;;;;;;;;;;
4;3;;;;;;;;;;;;;
15;103;;;;;;;;;;;;;
16;4;;;;;;;;;;;;;
18;67;;;;;;;;;;;;;
19;15;;;;;;;;;;;;;
;;;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;;;
1;43;65;;;;;;;;;;;;
2;52;97;;;;;;;;;;;;
3;60;81;;;;;;;;;;;;
4;48;106;;;;;;;;;;;;
5;38;91;;;;;;;;;;;;
6;35;72;;;;;;;;;;;;
7;46;108;;;;;;;;;;;;
8;61;92;;;;;;;;;;;;
9;45;90;;;;;;;;;;;;
10;62;94;;;;;;;;;;;;
11;71;64;;;;;;;;;;;;
12;40;78;;;;;;;;;;;;
13;65;68;;;;;;;;;;;;
14;65;75;;;;;;;;;;;;
15;66;103;;;;;;;;;;;;
16;56;95;;;;;;;;;;;;
17;61;60;;;;;;;;;;;;
18;73;99;;;;;;;;;;;;
19;68;63;;;;;;;;;;;;
20;54;85;;;;;;;;;;;;
21;44;108;;;;;;;;;;;;
22;61;78;;;;;;;;;;;;
23;51;93;;;;;;;;;;;;
24;61;83;;;;;;;;;;;;
25;43;77;;;;;;;;;;;;
26;55;68;;;;;;;;;;;;
27;47;93;;;;;;;;;;;;
28;49;67;;;;;;;;;;;;
29;71;64;;;;;;;;;;;;
30;72;83;;;;;;;;;;;;
31;59;62;;;;;;;;;;;;
32;38;70;;;;;;;;;;;;
33;37;75;;;;;;;;;;;;
34;55;75;;;;;;;;;;;;
35;73;102;;;;;;;;;;;;
36;65;70;;;;;;;;;;;;
37;38;68;;;;;;;;;;;;
38;51;106;;;;;;;;;;;;
39;50;97;;;;;;;;;;;;
40;71;66;;;;;;;;;;;;
41;53;75;;;;;;;;;;;;
42;36;83;;;;;;;;;;;;
43;48;78;;;;;;;;;;;;
44;48;60;;;;;;;;;;;;
45;58;100;;;;;;;;;;;;
46;68;97;;;;;;;;;;;;
47;37;61;;;;;;;;;;;;
48;69;71;;;;;;;;;;;;
49;68;83;;;;;;;;;;;;
50;46;65;;;;;;;;;;;;
51;39;78;;;;;;;;;;;;
52;52;78;;;;;;;;;;;;
53;56;74;;;;;;;;;;;;
54;36;68;;;;;;;;;;;;
55;44;81;;;;;;;;;;;;
56;64;68;;;;;;;;;;;;
57;39;101;;;;;;;;;;;;
58;73;75;;;;;;;;;;;;
59;73;91;;;;;;;;;;;;
60;68;94;;;;;;;;;;;;
61;71;86;;;;;;;;;;;;
62;61;67;;;;;;;;;;;;
63;34;61;;;;;;;;;;;;
64;39;63;;;;;;;;;;;;
65;45;69;;;;;;;;;;;;
66;37;105;;;;;;;;;;;;
67;52;100;;;;;;;;;;;;
68;73;65;;;;;;;;;;;;
69;67;94;;;;;;;;;;;;
70;70;62;;;;;;;;;;;;
71;46;69;;;;;;;;;;;;
72;63;68;;;;;;;;;;;;
73;37;93;;;;;;;;;;;;
74;59;71;;;;;;;;;;;;
75;35;87;;;;;;;;;;;;
76;43;70;;;;;;;;;;;;
77;58;89;;;;;;;;;;;;
78;41;88;;;;;;;;;;;;
79;61;75;;;;;;;;;;;;
80;47;86;;;;;;;;;;;;
81;40;108;;;;;;;;;;;;
82;68;62;;;;;;;;;;;;
83;48;100;;;;;;;;;;;;
84;62;75;;;;;;;;;;;;
85;68;102;;;;;;;;;;;;
86;52;74;;;;;;;;;;;;
87;63;99;;;;;;;;;;;;
88;49;96;;;;;;;;;;;;
89;65;84;;;;;;;;;;;;
90;37;76;;;;;;;;;;;;
91;49;103;;;;;;;;;;;;
92;35;95;;;;;;;;;;;;
93;72;102;;;;;;;;;;;;
94;46;102;;;;;;;;;;;;
95;59;80;;;;;;;;;;;;
96;51;86;;;;;;;;;;;;
97;47;78;;;;;;;;;;;;
98;69;75;;;;;;;;;;;;
99;47;93;;;;;;;;;;;;
100;66;72;;;;;;;;;;;;
101;73;75;;;;;;;;;;;;
102;49;67;;;;;;;;;;;;
103;37;106;;;;;;;;;;;;
104;53;100;;;;;;;;;;;;
105;42;81;;;;;;;;;;;;
106;65;68;;;;;;;;;;;;
107;43;60;;;;;;;;;;;;
108;39;73;;;;;;;;;;;;
109;71;67;;;;;;;;;;;;
110;37;84;;;;;;;;;;;;
111;54;100;;;;;;;;;;;;
112;60;81;;;;;;;;;;;;
113;51;106;;;;;;;;;;;;
114;71;77;;;;;;;;;;;;
115;70;62;;;;;;;;;;;;
116;50;65;;;;;;;;;;;;
117;61;100;;;;;;;;;;;;
118;48;63;;;;;;;;;;;;
119;54;103;;;;;;;;;;;;
120;59;60;;;;;;;;;;;;
121;49;83;;;;;;;;;;;;
122;60;69;;;;;;;;;;;;
123;58;72;;;;;;;;;;;;
124;45;76;;;;;;;;;;;;
125;43;89;;;;;;;;;;;;
126;48;68;;;;;;;;;;;;
127;57;76;;;;;;;;;;;;
128;63;67;;;;;;;;;;;;
129;60;105;;;;;;;;;;;;
130;62;67;;;;;;;;;;;;
131;34;65;;;;;;;;;;;;
132;70;68;;;;;;;;;;;;
133;35;93;;;;;;;;;;;;
134;53;80;;;;;;;;;;;;
135;60;64;;;;;;;;;;;;
136;64;62;;;;;;;;;;;;
137;54;64;;;;;;;;;;;;
138;38;61;;;;;;;;;;;;
139;41;82;;;;;;;;;;;;
140;66;68;;;;;;;;;;;;
141;59;89;;;;;;;;;;;;
142;39;75;;;;;;;;;;;;
143;61;71;;;;;;;;;;;;
144;54;77;;;;;;;;;;;;
145;37;70;;;;;;;;;;;;
146;50;88;;;;;;;;;;;;
147;40;83;;;;;;;;;;;;
148;34;72;;;;;;;;;;;;
149;57;83;;;;;;;;;;;;
150;40;106;;;;;;;;;;;;
151;65;103;;;;;;;;;;;;
152;61;66;;;;;;;;;;;;
153;67;75;;;;;;;;;;;;
154;60;84;;;;;;;;;;;;
155;42;94;;;;;;;;;;;;
156;72;69;;;;;;;;;;;;
157;38;86;;;;;;;;;;;;
158;54;79;;;;;;;;;;;;
159;73;88;;;;;;;;;;;;
160;53;98;;;;;;;;;;;;
161;40;66;;;;;;;;;;;;
162;47;81;;;;;;;;;;;;
163;61;69;;;;;;;;;;;;
164;69;62;;;;;;;;;;;;
165;37;102;;;;;;;;;;;;
166;52;93;;;;;;;;;;;;
167;45;103;;;;;;;;;;;;
168;49;97;;;;;;;;;;;;
169;71;108;;;;;;;;;;;;
170;53;78;;;;;;;;;;;;
171;57;61;;;;;;;;;;;;
172;39;79;;;;;;;;;;;;
173;43;70;;;;;;;;;;;;
174;52;90;;;;;;;;;;;;
175;72;89;;;;;;;;;;;;
176;44;60;;;;;;;;;;;;
177;34;78;;;;;;;;;;;;
178;65;91;;;;;;;;;;;;
179;56;71;;;;;;;;;;;;
180;52;90;;;;;;;;;;;;
181;50;89;;;;;;;;;;;;
182;50;77;;;;;;;;;;;;
183;43;73;;;;;;;;;;;;
184;70;71;;;;;;;;;;;;
185;40;96;;;;;;;;;;;;
186;52;108;;;;;;;;;;;;
187;37;65;;;;;;;;;;;;
188;42;66;;;;;;;;;;;;
189;73;105;;;;;;;;;;;;
190;42;82;;;;;;;;;;;;
191;63;73;;;;;;;;;;;;
192;37;83;;;;;;;;;;;;
193;57;82;;;;;;;;;;;;
194;61;104;;;;;;;;;;;;
195;37;96;;;;;;;;;;;;
196;42;93;;;;;;;;;;;;
197;55;102;;;;;;;;;;;;
198;71;107;;;;;;;;;;;;
199;58;98;;;;;;;;;;;;
200;40;106;;;;;;;;;;;;
201;46;71;;;;;;;;;;;;
202;52;70;;;;;;;;;;;;
203;39;73;;;;;;;;;;;;
204;70;103;;;;;;;;;;;;
205;40;92;;;;;;;;;;;;
206;60;90;;;;;;;;;;;;
207;35;108;;;;;;;;;;;;
208;69;67;;;;;;;;;;;;
209;54;105;;;;;;;;;;;;
210;64;98;;;;;;;;;;;;
211;58;108;;;;;;;;;;;;
212;39;79;;;;;;;;;;;;
213;55;97;;;;;;;;;;;;
214;52;70;;;;;;;;;;;;
215;40;72;;;;;;;;;;;;
216;54;69;;;;;;;;;;;;
217;65;72;;;;;;;;;;;;
218;40;84;;;;;;;;;;;;
219;65;103;;;;;;;;;;;;
220;47;75;;;;;;;;;;;;
221;55;98;;;;;;;;;;;;
222;64;81;;;;;;;;;;;;
223;37;88;;;;;;;;;;;;
224;60;86;;;;;;;;;;;;
225;72;98;;;;;;;;;;;;
226;52;93;;;;;;;;;;;;
227;34;78;;;;;;;;;;;;
228;47;76;;;;;;;;;;;;
229;37;63;;;;;;;;;;;;
230;60;78;;;;;;;;;;;;
231;66;94;;;;;;;;;;;;
232;62;104;;;;;;;;;;;;
233;40;82;;;;;;;;;;;;
234;67;98;;;;;;;;;;;;
235;67;78;;;;;;;;;;;;
236;48;91;;;;;;;;;;;;
237;58;82;;;;;;;;;;;;
238;43;99;;;;;;;;;;;;
239;43;94;;;;;;;;;;;;
240;46;106;;;;;;;;;;;;
241;38;105;;;;;;;;;;;;
242;44;78;;;;;;;;;;;;
243;65;100;;;;;;;;;;;;
244;40;79;;;;;;;;;;;;
245;70;100;;;;;;;;;;;;
246;50;95;;;;;;;;;;;;
247;42;107;;;;;;;;;;;;
248;54;101;;;;;;;;;;;;
249;36;101;;;;;;;;;;;;
250;45;91;;;;;;;;;;;;
251;63;103;;;;;;;;;;;;
252;61;88;;;;;;;;;;;;
253;51;100;;;;;;;;;;;;
254;37;87;;;;;;;;;;;;
255;38;86;;;;;;;;;;;;
256;37;78;;;;;;;;;;;;
257;64;95;;;;;;;;;;;;
258;44;103;;;;;;;;;;;;
259;51;76;;;;;;;;;;;;
260;38;75;;;;;;;;;;;;
261;45;81;;;;;;;;;;;;
262;68;60;;;;;;;;;;;;
263;72;91;;;;;;;;;;;;
264;51;91;;;;;;;;;;;;
265;71;80;;;;;;;;;;;;
266;63;79;;;;;;;;;;;;
267;51;92;;;;;;;;;;;;
268;42;71;;;;;;;;;;;;
269;43;93;;;;;;;;;;;;
270;71;107;;;;;;;;;;;;
271;64;89;;;;;;;;;;;;
272;45;78;;;;;;;;;;;;
273;63;62;;;;;;;;;;;;
274;72;84;;;;;;;;;;;;
275;62;90;;;;;;;;;;;;
276;49;95;;;;;;;;;;;;
277;62;106;;;;;;;;;;;;
278;47;75;;;;;;;;;;;;
279;34;93;;;;;;;;;;;;
280;58;99;;;;;;;;;;;;
281;49;81;;;;;;;;;;;;
282;58;94;;;;;;;;;;;;
283;65;94;;;;;;;;;;;;
284;71;65;;;;;;;;;;;;
285;54;60;;;;;;;;;;;;
286;60;97;;;;;;;;;;;;
287;50;67;;;;;;;;;;;;
288;56;93;;;;;;;;;;;;
289;40;84;;;;;;;;;;;;
290;45;104;;;;;;;;;;;;
291;61;105;;;;;;;;;;;;
292;70;75;;;;;;;;;;;;
293;34;60;;;;;;;;;;;;
294;61;83;;;;;;;;;;;;
295;47;103;;;;;;;;;;;;
296;42;86;;;;;;;;;;;;
297;36;66;;;;;;;;;;;;
298;57;75;;;;;;;;;;;;
299;73;87;;;;;;;;;;;;
300;56;61;;;;;;;;;;;;
301;38;101;;;;;;;;;;;;
302;73;94;;;;;;;;;;;;
303;72;91;;;;;;;;;;;;
304;47;87;;;;;;;;;;;;
305;49;92;;;;;;;;;;;;
306;40;85;;;;;;;;;;;;
307;50;94;;;;;;;;;;;;
308;38;82;;;;;;;;;;;;
309;54;74;;;;;;;;;;;;
310;61;98;;;;;;;;;;;;
311;35;82;;;;;;;;;;;;
312;65;90;;;;;;;;;;;;
313;65;65;;;;;;;;;;;;
314;61;72;;;;;;;;;;;;
315;56;72;;;;;;;;;;;;
316;62;88;;;;;;;;;;;;
317;70;72;;;;;;;;;;;;
318;66;100;;;;;;;;;;;;
319;71;71;;;;;;;;;;;;
