n;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
op23;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_Cmax;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_TT;489;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_Cmax;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_TT;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MaxFES;20000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;3;4;4;4;5;5;5;Cell
;;;1;1;1;1;2;5;19;29;3;4;20;20;20;20;30;7;8;13;14;33;6;31;32;9;10;11;Machine
Part Family;Job;Operation no;1;2;3;4;1;1;1;1;1;1;1;2;3;4;1;1;1;1;1;1;1;1;1;1;1;1;Alternative(for machine)
1;74;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1;74;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1;74;3;;;;;;;;4;;;;;;;;;;;;;;;;;;;
1;74;4;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;
1;74;5;;;;;;;;;;;;;;;;;;;;;;;;;;5;
1;75;1;;;;;;;;;;;3;3;3;3;;;;;;;;;;;;;
1;75;2;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
1;75;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1;75;4;;;;;2;;;;;;;;;;;;;;;;;;;;;;
1;75;5;;;;;;;5;;;;;;;;;;;;;;;;;;;;
1;76;1;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
1;76;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;
1;76;3;;;;;;;;;;;;;;;;;;;;;3;;;;;;
1;76;4;;;;;;;;2;;;;;;;;;;;;;;;;;;;
1;76;5;;;;;;;4;;;;;;;;;;;;;;;;;;;;
1;77;1;;;;;;;;;4;;;;;;;;;;;;;;;;;;
1;77;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1;77;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;
1;77;4;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
1;78;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;
1;78;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;
1;78;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;
1;78;4;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;
1;79;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;
1;79;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
1;79;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1;79;4;;;;;;;4;;;;;;;;;;;;;;;;;;;;
2;80;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;
2;80;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;
2;80;3;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;
2;81;1;;;;;;;;;;;2;2;2;2;;;;;;;;;;;;;
