n;7;;;;;;;;;;
L;3;;;;;;;;;;
C;3;;;;;;;;;;
m;8;;;;;;;;;;
op10;24;;;;;;;;;;
N_Cmax;95;;;;;;;;;;
N_TT;140;;;;;;;;;;
I_Cmax;29;;;;;;;;;;
I_TT;0;;;;;;;;;;
MaxFES;6000;;;;;;;;;;
;;;;;;;;;;;
;;;1;1;1;1;2;2;3;3;Cell
;;;1;2;2;3;3;4;7;8;Machine
Part Family;Job;Operation no;1;2;1;1;2;1;1;1;Alternative(for machine)
1;1;1;4;;;;;;;;
1;1;2;;5;5;;;;;;
1;1;3;;;;6;6;;;;
1;1;4;;5;5;;;;;;
1;2;1;;4;4;;;;;;
1;2;2;3;;;;;;;;
1;2;3;;4;4;;;;;;
1;5;1;;;;;;3;;;
1;5;2;;2;2;;;;;;
1;5;3;6;;;;;;;;
1;5;4;;;;;;3;;;
2;3;1;;;;;;4;;;
2;3;2;;7;7;;;;;;
2;3;3;;;;2;2;;;;
2;4;1;;;;6;6;;;;
2;4;2;;;;;;2;;;
2;4;3;;;;6;6;;;;
3;15;1;;;;;;;;2;
3;15;2;;;;;;;4;;
3;15;3;;;;;;1;;;
3;16;1;;;;;;;5;;
3;16;2;;2;2;;;;;;
3;16;3;;;;;;;;3;
3;16;4;;2;2;;;;;;
;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;
1;1;0;;;;;;;;;
1;2;3;;;;;;;;;
1;3;7;;;;;;;;;
2;1;4;;;;;;;;;
2;2;0;;;;;;;;;
2;3;4;;;;;;;;;
3;1;6;;;;;;;;;
3;2;5;;;;;;;;;
3;3;0;;;;;;;;;
;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;
1;1;0;;;;;;;;;
1;2;3;;;;;;;;;
1;3;5;;;;;;;;;
2;1;4;;;;;;;;;
2;2;0;;;;;;;;;
2;3;8;;;;;;;;;
3;1;6;;;;;;;;;
3;2;5;;;;;;;;;
3;3;0;;;;;;;;;
;;;;;;;;;;;
Job;Due Date;;;;;;;;;;
1;98;;;;;;;;;;
2;77;;;;;;;;;;
5;48;;;;;;;;;;
3;75;;;;;;;;;;
4;3;;;;;;;;;;
15;103;;;;;;;;;;
16;4;;;;;;;;;;
;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;
1;37;38;;;;;;;;;
2;44;52;;;;;;;;;
3;51;45;;;;;;;;;
4;41;55;;;;;;;;;
5;32;49;;;;;;;;;
6;29;41;;;;;;;;;
7;39;56;;;;;;;;;
8;52;49;;;;;;;;;
9;38;48;;;;;;;;;
10;52;50;;;;;;;;;
11;61;37;;;;;;;;;
12;34;44;;;;;;;;;
13;56;39;;;;;;;;;
14;55;42;;;;;;;;;
15;56;54;;;;;;;;;
16;47;51;;;;;;;;;
17;52;36;;;;;;;;;
18;62;52;;;;;;;;;
19;58;37;;;;;;;;;
20;46;47;;;;;;;;;
21;38;56;;;;;;;;;
22;52;44;;;;;;;;;
23;43;50;;;;;;;;;
24;52;45;;;;;;;;;
25;37;43;;;;;;;;;
26;46;39;;;;;;;;;
27;40;50;;;;;;;;;
28;42;39;;;;;;;;;
29;61;37;;;;;;;;;
30;62;46;;;;;;;;;
31;50;36;;;;;;;;;
32;33;40;;;;;;;;;
33;31;42;;;;;;;;;
34;47;42;;;;;;;;;
35;62;54;;;;;;;;;
36;56;40;;;;;;;;;
37;32;39;;;;;;;;;
38;43;56;;;;;;;;;
39;42;52;;;;;;;;;
40;61;38;;;;;;;;;
41;45;42;;;;;;;;;
42;31;45;;;;;;;;;
43;41;44;;;;;;;;;
44;41;36;;;;;;;;;
45;50;53;;;;;;;;;
46;58;52;;;;;;;;;
47;32;36;;;;;;;;;
48;59;40;;;;;;;;;
49;58;46;;;;;;;;;
50;39;38;;;;;;;;;
51;33;43;;;;;;;;;
52;45;43;;;;;;;;;
53;47;42;;;;;;;;;
54;31;39;;;;;;;;;
55;37;45;;;;;;;;;
56;54;39;;;;;;;;;
57;33;53;;;;;;;;;
58;62;42;;;;;;;;;
59;62;49;;;;;;;;;
60;58;50;;;;;;;;;
61;61;47;;;;;;;;;
62;52;39;;;;;;;;;
63;29;36;;;;;;;;;
64;33;37;;;;;;;;;
65;38;40;;;;;;;;;
66;31;55;;;;;;;;;
67;45;53;;;;;;;;;
68;62;38;;;;;;;;;
69;57;50;;;;;;;;;
70;60;37;;;;;;;;;
71;39;40;;;;;;;;;
72;54;39;;;;;;;;;
73;31;50;;;;;;;;;
74;50;40;;;;;;;;;
75;30;47;;;;;;;;;
76;37;40;;;;;;;;;
77;50;48;;;;;;;;;
78;35;48;;;;;;;;;
79;52;42;;;;;;;;;
80;40;47;;;;;;;;;
81;34;56;;;;;;;;;
82;58;37;;;;;;;;;
83;41;53;;;;;;;;;
84;52;42;;;;;;;;;
85;58;54;;;;;;;;;
86;45;42;;;;;;;;;
87;54;52;;;;;;;;;
88;41;51;;;;;;;;;
89;56;46;;;;;;;;;
90;31;43;;;;;;;;;
91;42;54;;;;;;;;;
92;30;51;;;;;;;;;
93;61;54;;;;;;;;;
94;39;54;;;;;;;;;
95;50;44;;;;;;;;;
96;43;47;;;;;;;;;
97;40;43;;;;;;;;;
98;58;42;;;;;;;;;
99;40;50;;;;;;;;;
100;56;41;;;;;;;;;
101;62;42;;;;;;;;;
102;42;39;;;;;;;;;
103;32;55;;;;;;;;;
104;45;53;;;;;;;;;
105;36;45;;;;;;;;;
106;55;39;;;;;;;;;
107;37;36;;;;;;;;;
108;34;41;;;;;;;;;
109;61;39;;;;;;;;;
110;32;46;;;;;;;;;
111;46;53;;;;;;;;;
112;51;45;;;;;;;;;
113;43;55;;;;;;;;;
114;61;43;;;;;;;;;
115;60;37;;;;;;;;;
116;42;38;;;;;;;;;
117;52;53;;;;;;;;;
118;41;37;;;;;;;;;
119;46;54;;;;;;;;;
120;50;36;;;;;;;;;
121;41;46;;;;;;;;;
122;51;40;;;;;;;;;
123;50;41;;;;;;;;;
124;39;43;;;;;;;;;
125;36;48;;;;;;;;;
126;41;39;;;;;;;;;
127;48;42;;;;;;;;;
128;53;39;;;;;;;;;
129;51;55;;;;;;;;;
130;53;39;;;;;;;;;
131;29;38;;;;;;;;;
132;59;39;;;;;;;;;
133;30;50;;;;;;;;;
134;45;44;;;;;;;;;
135;51;37;;;;;;;;;
136;55;37;;;;;;;;;
137;46;37;;;;;;;;;
138;32;36;;;;;;;;;
139;35;45;;;;;;;;;
140;57;39;;;;;;;;;
141;50;48;;;;;;;;;
142;33;42;;;;;;;;;
143;52;40;;;;;;;;;
144;46;43;;;;;;;;;
145;31;40;;;;;;;;;
146;42;48;;;;;;;;;
147;34;45;;;;;;;;;
148;29;41;;;;;;;;;
149;48;46;;;;;;;;;
150;34;55;;;;;;;;;
151;55;54;;;;;;;;;
152;52;38;;;;;;;;;
153;57;42;;;;;;;;;
154;51;46;;;;;;;;;
155;36;50;;;;;;;;;
156;62;40;;;;;;;;;
157;32;47;;;;;;;;;
158;46;44;;;;;;;;;
159;62;48;;;;;;;;;
160;45;52;;;;;;;;;
161;34;38;;;;;;;;;
162;40;45;;;;;;;;;
163;52;40;;;;;;;;;
164;59;37;;;;;;;;;
165;31;54;;;;;;;;;
166;44;50;;;;;;;;;
167;38;54;;;;;;;;;
168;42;52;;;;;;;;;
169;60;56;;;;;;;;;
170;45;43;;;;;;;;;
171;48;36;;;;;;;;;
172;33;44;;;;;;;;;
173;37;40;;;;;;;;;
174;44;49;;;;;;;;;
175;61;48;;;;;;;;;
176;38;36;;;;;;;;;
177;29;43;;;;;;;;;
178;55;49;;;;;;;;;
179;47;41;;;;;;;;;
180;44;49;;;;;;;;;
181;43;48;;;;;;;;;
182;42;43;;;;;;;;;
183;37;41;;;;;;;;;
184;59;40;;;;;;;;;
185;34;51;;;;;;;;;
186;44;56;;;;;;;;;
187;31;38;;;;;;;;;
188;36;38;;;;;;;;;
189;62;55;;;;;;;;;
190;36;45;;;;;;;;;
191;54;41;;;;;;;;;
192;32;46;;;;;;;;;
193;48;45;;;;;;;;;
194;52;55;;;;;;;;;
195;32;51;;;;;;;;;
196;36;50;;;;;;;;;
197;47;54;;;;;;;;;
198;61;56;;;;;;;;;
199;49;52;;;;;;;;;
200;34;55;;;;;;;;;
201;39;40;;;;;;;;;
202;45;40;;;;;;;;;
203;33;41;;;;;;;;;
204;60;54;;;;;;;;;
205;34;49;;;;;;;;;
206;51;49;;;;;;;;;
207;30;56;;;;;;;;;
208;59;39;;;;;;;;;
209;46;55;;;;;;;;;
210;55;52;;;;;;;;;
211;49;56;;;;;;;;;
212;33;44;;;;;;;;;
213;47;52;;;;;;;;;
214;44;40;;;;;;;;;
215;34;41;;;;;;;;;
216;46;40;;;;;;;;;
217;55;41;;;;;;;;;
218;34;46;;;;;;;;;
219;56;54;;;;;;;;;
220;40;42;;;;;;;;;
221;47;52;;;;;;;;;
222;54;45;;;;;;;;;
223;32;48;;;;;;;;;
224;51;47;;;;;;;;;
225;61;52;;;;;;;;;
226;44;50;;;;;;;;;
227;29;43;;;;;;;;;
228;40;42;;;;;;;;;
229;31;37;;;;;;;;;
230;51;43;;;;;;;;;
231;56;50;;;;;;;;;
232;53;55;;;;;;;;;
233;34;45;;;;;;;;;
234;57;52;;;;;;;;;
235;57;44;;;;;;;;;
236;41;49;;;;;;;;;
237;49;45;;;;;;;;;
238;37;53;;;;;;;;;
239;36;50;;;;;;;;;
240;39;56;;;;;;;;;
241;32;55;;;;;;;;;
242;37;43;;;;;;;;;
243;55;53;;;;;;;;;
244;34;44;;;;;;;;;
245;59;53;;;;;;;;;
246;43;51;;;;;;;;;
247;36;56;;;;;;;;;
248;46;53;;;;;;;;;
249;31;53;;;;;;;;;
250;38;49;;;;;;;;;
251;54;54;;;;;;;;;
252;52;48;;;;;;;;;
253;43;53;;;;;;;;;
254;31;47;;;;;;;;;
255;33;47;;;;;;;;;
256;32;43;;;;;;;;;
257;55;51;;;;;;;;;
258;37;54;;;;;;;;;
259;43;43;;;;;;;;;
260;33;42;;;;;;;;;
261;38;45;;;;;;;;;
262;58;36;;;;;;;;;
263;61;49;;;;;;;;;
264;43;49;;;;;;;;;
265;61;44;;;;;;;;;
266;54;44;;;;;;;;;
267;43;50;;;;;;;;;
268;35;40;;;;;;;;;
269;36;50;;;;;;;;;
270;61;56;;;;;;;;;
271;54;48;;;;;;;;;
272;38;43;;;;;;;;;
273;53;37;;;;;;;;;
274;61;46;;;;;;;;;
275;53;49;;;;;;;;;
276;42;51;;;;;;;;;
277;53;56;;;;;;;;;
278;40;42;;;;;;;;;
279;29;50;;;;;;;;;
280;49;52;;;;;;;;;
281;42;45;;;;;;;;;
282;50;50;;;;;;;;;
283;56;50;;;;;;;;;
284;61;38;;;;;;;;;
285;46;36;;;;;;;;;
286;51;51;;;;;;;;;
287;42;39;;;;;;;;;
288;48;50;;;;;;;;;
289;34;46;;;;;;;;;
290;38;55;;;;;;;;;
291;52;55;;;;;;;;;
292;60;42;;;;;;;;;
293;29;36;;;;;;;;;
294;51;45;;;;;;;;;
295;40;54;;;;;;;;;
296;36;47;;;;;;;;;
297;31;38;;;;;;;;;
298;48;42;;;;;;;;;
299;62;47;;;;;;;;;
300;48;36;;;;;;;;;
301;32;53;;;;;;;;;
302;62;50;;;;;;;;;
303;62;49;;;;;;;;;
304;40;47;;;;;;;;;
305;42;49;;;;;;;;;
306;34;46;;;;;;;;;
307;42;50;;;;;;;;;
308;33;45;;;;;;;;;
309;46;42;;;;;;;;;
310;52;52;;;;;;;;;
311;29;45;;;;;;;;;
312;55;48;;;;;;;;;
313;55;38;;;;;;;;;
314;52;41;;;;;;;;;
315;48;41;;;;;;;;;
316;53;48;;;;;;;;;
317;60;41;;;;;;;;;
318;56;53;;;;;;;;;
319;61;40;;;;;;;;;
320;40;43;;;;;;;;;
321;52;38;;;;;;;;;
322;31;50;;;;;;;;;
323;54;50;;;;;;;;;
324;33;43;;;;;;;;;
325;29;38;;;;;;;;;
326;55;50;;;;;;;;;
327;58;52;;;;;;;;;
328;29;49;;;;;;;;;
