n;7;;;;;;;;;;;
L;2;;;;;;;;;;;
C;3;;;;;;;;;;;
m;9;;;;;;;;;;;
op9;24;;;;;;;;;;;
N_Cmax;86;;;;;;;;;;;
N_TT;128;;;;;;;;;;;
I_Cmax;29;;;;;;;;;;;
I_TT;0;;;;;;;;;;;
MaxFES;6000;;;;;;;;;;;
;;;;;;;;;;;;
;;;1;1;1;1;2;2;3;3;3;Cell
;;;1;1;2;2;3;4;7;7;8;Machine
Part Family;Job;Operation no;1;2;1;2;1;1;1;2;1;Alternative(for machine)
1;1;1;4;4;;;;;;;;
1;1;2;;;5;5;;;;;;
1;1;3;;;;;6;;;;;
1;1;4;;;5;5;;;;;;
1;2;1;;;4;4;;;;;;
1;2;2;3;3;;;;;;;;
1;2;3;;;4;4;;;;;;
1;5;1;;;;;;3;;;;
1;5;2;;;2;2;;;;;;
1;5;3;6;6;;;;;;;;
1;5;4;;;;;;3;;;;
1;9;1;;;5;5;;;;;;
1;9;2;4;4;;;;;;;;
1;9;3;;;5;5;;;;;;
2;15;1;;;;;;;;;2;
2;15;2;;;;;;;4;4;;
2;15;3;;;;;;1;;;;
2;16;1;;;;;;;5;5;;
2;16;2;;;2;2;;;;;;
2;16;3;;;;;;;;;3;
2;16;4;;;2;2;;;;;;
2;17;1;;;;;;1;;;;
2;17;2;;;;;;;1;1;;
2;17;3;;;;;;;;;2;
;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;
1;1;0;;;;;;;;;;
1;2;7;;;;;;;;;;
2;1;6;;;;;;;;;;
2;2;0;;;;;;;;;;
;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;
1;1;0;;;;;;;;;;
1;2;3;;;;;;;;;;
1;3;5;;;;;;;;;;
2;1;4;;;;;;;;;;
2;2;0;;;;;;;;;;
2;3;8;;;;;;;;;;
3;1;6;;;;;;;;;;
3;2;5;;;;;;;;;;
3;3;0;;;;;;;;;;
;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;
1;98;;;;;;;;;;;
2;77;;;;;;;;;;;
5;48;;;;;;;;;;;
9;50;;;;;;;;;;;
15;103;;;;;;;;;;;
16;4;;;;;;;;;;;
17;13;;;;;;;;;;;
;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;
