,n,50,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
0,L,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,m,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,op42,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,N_Cmax,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N_TT,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,I_Cmax,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,I_TT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MaxFES,43500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,Cell
11,,,,1.0,1.0,2.0,2.0,2.0,5.0,19.0,3.0,4.0,4.0,7.0,8.0,13.0,14.0,9.0,9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,18.0,23.0,24.0,25.0,26.0,27.0,28.0,Machine
12,Part Family,Job,Operation no,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Alternative(for machine)
13,1,1,1,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
