n;11;;;;;;;;;;;;;
L;3;;;;;;;;;;;;;
C;3;;;;;;;;;;;;;
m;11;;;;;;;;;;;;;
op15;37;;;;;;;;;;;;;
N_Cmax;101;;;;;;;;;;;;;
N_TT;335;;;;;;;;;;;;;
I_Cmax;35;;;;;;;;;;;;;
I_TT;0;;;;;;;;;;;;;
MaxFES;9000;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;1;1;1;1;2;2;2;2;3;3;3;Cell
;;;1;2;2;5;3;4;4;6;7;7;8;Machine
Part Family;Job;Operation no;1;1;2;1;1;1;2;1;1;2;1;Alternative(for machine)
1;2;1;;4;4;;;;;;;;;
1;2;2;3;;;;;;;;;;;
1;2;3;;4;4;;;;;;;;;
1;5;1;;;;;;3;3;;;;;
1;5;2;;2;2;;;;;;;;;
1;5;3;6;;;;;;;;;;;
1;5;4;;;;;;3;3;;;;;
1;7;1;;;;;;5;5;;;;;
1;7;2;6;;;;;;;;;;;
1;7;3;;;;5;;;;;;;;
1;8;1;3;;;;;;;;;;;
1;8;2;;9;9;;;;;;;;;
1;8;3;;;;4;;;;;;;;
2;10;1;;;;;9;;;;;;;
2;10;2;;7;7;;;;;;;;;
2;10;3;;;;;;3;3;;;;;
2;11;1;;;;;;;;3;;;;
2;11;2;;;;;5;;;;;;;
2;11;3;;;;;;;;3;;;;
2;11;4;;;;;5;;;;;;;
2;12;1;;;;;;4;4;;;;;
2;12;2;;;;;;;;5;;;;
2;12;3;;;;;;4;4;;;;;
2;22;1;;;;;;3;3;;;;;
2;22;2;;;;;8;;;;;;;
2;22;3;;;;;;3;3;;;;;
2;22;4;;;;;8;;;;;;;
3;15;1;;;;;;;;;;;2;
3;15;2;;;;;;;;;4;4;;
3;15;3;;;;;;1;1;;;;;
3;16;1;;;;;;;;;5;5;;
3;16;2;;2;2;;;;;;;;;
3;16;3;;;;;;;;;;;3;
3;16;4;;2;2;;;;;;;;;
3;17;1;;;;;;1;1;;;;;
3;17;2;;;;;;;;;1;1;;
3;17;3;;;;;;;;;;;2;
;;;;;;;;;;;;;;
Part Family;Part Family;Setup Time;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;
1;3;7;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;
2;3;4;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;
;;;;;;;;;;;;;;
Cell;Cell;Transportation Time;;;;;;;;;;;;
1;1;0;;;;;;;;;;;;
1;2;3;;;;;;;;;;;;
1;3;5;;;;;;;;;;;;
2;1;4;;;;;;;;;;;;
2;2;0;;;;;;;;;;;;
2;3;8;;;;;;;;;;;;
3;1;6;;;;;;;;;;;;
3;2;5;;;;;;;;;;;;
3;3;0;;;;;;;;;;;;
;;;;;;;;;;;;;;
Job;Due Date;;;;;;;;;;;;;
2;77;;;;;;;;;;;;;
5;48;;;;;;;;;;;;;
7;5;;;;;;;;;;;;;
8;110;;;;;;;;;;;;;
10;8;;;;;;;;;;;;;
11;53;;;;;;;;;;;;;
12;21;;;;;;;;;;;;;
22;11;;;;;;;;;;;;;
15;103;;;;;;;;;;;;;
16;4;;;;;;;;;;;;;
17;13;;;;;;;;;;;;;
;;;;;;;;;;;;;;
No;Reference_point1;Reference_point2;;;;;;;;;;;;
1;40;81;;;;;;;;;;;;
2;44;121;;;;;;;;;;;;
3;48;100;;;;;;;;;;;;
4;42;131;;;;;;;;;;;;
5;37;113;;;;;;;;;;;;
6;35;89;;;;;;;;;;;;
7;41;134;;;;;;;;;;;;
8;49;114;;;;;;;;;;;;
9;40;111;;;;;;;;;;;;
10;49;117;;;;;;;;;;;;
11;54;80;;;;;;;;;;;;
12;38;97;;;;;;;;;;;;
13;51;85;;;;;;;;;;;;
14;51;93;;;;;;;;;;;;
15;52;128;;;;;;;;;;;;
16;46;118;;;;;;;;;;;;
17;49;75;;;;;;;;;;;;
18;55;123;;;;;;;;;;;;
19;53;78;;;;;;;;;;;;
20;45;106;;;;;;;;;;;;
21;40;134;;;;;;;;;;;;
22;49;98;;;;;;;;;;;;
23;44;115;;;;;;;;;;;;
24;49;103;;;;;;;;;;;;
25;40;96;;;;;;;;;;;;
26;46;85;;;;;;;;;;;;
27;42;116;;;;;;;;;;;;
28;43;84;;;;;;;;;;;;
29;54;80;;;;;;;;;;;;
30;55;104;;;;;;;;;;;;
31;48;77;;;;;;;;;;;;
32;37;87;;;;;;;;;;;;
33;36;93;;;;;;;;;;;;
34;46;93;;;;;;;;;;;;
35;55;127;;;;;;;;;;;;
36;51;88;;;;;;;;;;;;
37;37;85;;;;;;;;;;;;
38;44;132;;;;;;;;;;;;
39;43;121;;;;;;;;;;;;
40;54;82;;;;;;;;;;;;
41;45;94;;;;;;;;;;;;
42;36;103;;;;;;;;;;;;
43;42;98;;;;;;;;;;;;
44;42;75;;;;;;;;;;;;
45;47;125;;;;;;;;;;;;
46;52;121;;;;;;;;;;;;
47;36;76;;;;;;;;;;;;
48;53;88;;;;;;;;;;;;
49;53;103;;;;;;;;;;;;
50;41;82;;;;;;;;;;;;
51;37;97;;;;;;;;;;;;
52;44;97;;;;;;;;;;;;
53;46;93;;;;;;;;;;;;
54;36;85;;;;;;;;;;;;
55;40;101;;;;;;;;;;;;
56;50;85;;;;;;;;;;;;
57;37;126;;;;;;;;;;;;
58;55;94;;;;;;;;;;;;
59;55;114;;;;;;;;;;;;
60;52;116;;;;;;;;;;;;
61;54;107;;;;;;;;;;;;
62;49;84;;;;;;;;;;;;
63;35;76;;;;;;;;;;;;
64;37;79;;;;;;;;;;;;
65;41;87;;;;;;;;;;;;
66;36;130;;;;;;;;;;;;
67;44;124;;;;;;;;;;;;
68;55;82;;;;;;;;;;;;
69;52;116;;;;;;;;;;;;
70;54;78;;;;;;;;;;;;
71;41;87;;;;;;;;;;;;
72;50;85;;;;;;;;;;;;
73;36;115;;;;;;;;;;;;
74;48;89;;;;;;;;;;;;
75;35;109;;;;;;;;;;;;
76;40;88;;;;;;;;;;;;
77;48;111;;;;;;;;;;;;
78;38;110;;;;;;;;;;;;
79;49;93;;;;;;;;;;;;
80;42;107;;;;;;;;;;;;
81;38;134;;;;;;;;;;;;
82;53;78;;;;;;;;;;;;
83;42;124;;;;;;;;;;;;
84;49;93;;;;;;;;;;;;
85;52;127;;;;;;;;;;;;
86;44;92;;;;;;;;;;;;
87;50;123;;;;;;;;;;;;
88;42;119;;;;;;;;;;;;
89;51;105;;;;;;;;;;;;
90;36;95;;;;;;;;;;;;
91;43;128;;;;;;;;;;;;
92;35;118;;;;;;;;;;;;
93;55;126;;;;;;;;;;;;
94;41;127;;;;;;;;;;;;
95;48;99;;;;;;;;;;;;
96;44;106;;;;;;;;;;;;
97;42;97;;;;;;;;;;;;
98;53;94;;;;;;;;;;;;
99;41;116;;;;;;;;;;;;
100;52;90;;;;;;;;;;;;
101;55;94;;;;;;;;;;;;
102;43;84;;;;;;;;;;;;
103;37;132;;;;;;;;;;;;
104;45;124;;;;;;;;;;;;
105;39;101;;;;;;;;;;;;
106;51;85;;;;;;;;;;;;
107;39;75;;;;;;;;;;;;
108;38;91;;;;;;;;;;;;
109;54;84;;;;;;;;;;;;
110;37;104;;;;;;;;;;;;
111;45;124;;;;;;;;;;;;
112;49;101;;;;;;;;;;;;
113;44;131;;;;;;;;;;;;
114;54;96;;;;;;;;;;;;
115;54;78;;;;;;;;;;;;
116;43;81;;;;;;;;;;;;
117;49;124;;;;;;;;;;;;
118;42;78;;;;;;;;;;;;
119;45;128;;;;;;;;;;;;
120;48;75;;;;;;;;;;;;
121;42;103;;;;;;;;;;;;
122;48;87;;;;;;;;;;;;
123;48;90;;;;;;;;;;;;
124;41;95;;;;;;;;;;;;
125;39;110;;;;;;;;;;;;
126;42;85;;;;;;;;;;;;
127;47;94;;;;;;;;;;;;
128;50;84;;;;;;;;;;;;
129;48;131;;;;;;;;;;;;
130;50;84;;;;;;;;;;;;
131;35;82;;;;;;;;;;;;
132;53;84;;;;;;;;;;;;
133;35;115;;;;;;;;;;;;
134;45;99;;;;;;;;;;;;
135;48;80;;;;;;;;;;;;
136;51;78;;;;;;;;;;;;
137;45;80;;;;;;;;;;;;
138;37;77;;;;;;;;;;;;
139;38;102;;;;;;;;;;;;
140;52;85;;;;;;;;;;;;
141;48;111;;;;;;;;;;;;
142;37;94;;;;;;;;;;;;
143;49;89;;;;;;;;;;;;
144;46;96;;;;;;;;;;;;
145;36;87;;;;;;;;;;;;
146;43;109;;;;;;;;;;;;
147;38;103;;;;;;;;;;;;
148;35;90;;;;;;;;;;;;
149;47;104;;;;;;;;;;;;
150;38;131;;;;;;;;;;;;
151;51;127;;;;;;;;;;;;
152;49;83;;;;;;;;;;;;
153;52;93;;;;;;;;;;;;
154;48;104;;;;;;;;;;;;
155;39;116;;;;;;;;;;;;
156;55;86;;;;;;;;;;;;
157;37;107;;;;;;;;;;;;
158;45;98;;;;;;;;;;;;
159;55;109;;;;;;;;;;;;
160;45;122;;;;;;;;;;;;
161;38;82;;;;;;;;;;;;
162;41;101;;;;;;;;;;;;
163;49;86;;;;;;;;;;;;
164;53;77;;;;;;;;;;;;
165;36;126;;;;;;;;;;;;
166;44;116;;;;;;;;;;;;
167;41;127;;;;;;;;;;;;
168;43;120;;;;;;;;;;;;
169;54;134;;;;;;;;;;;;
170;45;97;;;;;;;;;;;;
171;47;76;;;;;;;;;;;;
172;38;98;;;;;;;;;;;;
173;39;87;;;;;;;;;;;;
174;44;112;;;;;;;;;;;;
175;55;111;;;;;;;;;;;;
176;40;75;;;;;;;;;;;;
177;35;97;;;;;;;;;;;;
178;51;113;;;;;;;;;;;;
179;46;89;;;;;;;;;;;;
180;44;112;;;;;;;;;;;;
181;43;111;;;;;;;;;;;;
182;43;96;;;;;;;;;;;;
183;39;92;;;;;;;;;;;;
184;53;88;;;;;;;;;;;;
185;38;120;;;;;;;;;;;;
186;44;134;;;;;;;;;;;;
187;36;81;;;;;;;;;;;;
188;39;82;;;;;;;;;;;;
189;55;131;;;;;;;;;;;;
190;39;103;;;;;;;;;;;;
191;50;91;;;;;;;;;;;;
192;36;103;;;;;;;;;;;;
193;47;102;;;;;;;;;;;;
194;49;129;;;;;;;;;;;;
195;36;120;;;;;;;;;;;;
196;39;116;;;;;;;;;;;;
197;46;126;;;;;;;;;;;;
198;54;133;;;;;;;;;;;;
199;47;122;;;;;;;;;;;;
200;38;132;;;;;;;;;;;;
201;41;88;;;;;;;;;;;;
