,n,4,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
0,L,2,,,,,,,,
1,C,2,,,,,,,,
2,m,6,,,,,,,,
3,op1,13,,,,,,,,
4,N_Cmax,36,,,,,,,,
5,N_TT,52,,,,,,,,
6,I_Cmax,28,,,,,,,,
7,I_TT,0,,,,,,,,
8,MaxFES,3000,,,,,,,,
9,,,,,,,,,,
10,,,,1.0,1.0,1.0,2.0,2.0,2.0,Cell
11,,,,1.0,2.0,2.0,3.0,4.0,4.0,Machine
12,Part Family,Job,Operation no,1.0,1.0,2.0,1.0,1.0,2.0,Alternative(for machine)
13,1,2,1,,4.0,4.0,,,,
14,1,2,2,3.0,,,,,,
15,1,2,3,,4.0,4.0,,,,
16,1,9,1,,5.0,5.0,,,,
17,1,9,2,4.0,,,,,,
18,1,9,3,,5.0,5.0,,,,
19,2,4,1,,,,6.0,,,
20,2,4,2,,,,,2.0,2.0,
21,2,4,3,,,,6.0,,,
22,2,22,1,,,,,3.0,3.0,
23,2,22,2,,,,8.0,,,
24,2,22,3,,,,,3.0,3.0,
25,2,22,4,,,,8.0,,,
26,,,,,,,,,,
27,Part Family,Part Family,Setup Time,,,,,,,
28,1,1,0,,,,,,,
29,1,2,3,,,,,,,
30,2,1,4,,,,,,,
31,2,2,0,,,,,,,
32,,,,,,,,,,
33,Cell,Cell,Transportation Time,,,,,,,
34,1,1,0,,,,,,,
35,1,2,3,,,,,,,
36,2,1,4,,,,,,,
37,2,2,0,,,,,,,
38,,,,,,,,,,
39,Job,Due Date,,,,,,,,
40,2,77,,,,,,,,
41,9,50,,,,,,,,
42,4,3,,,,,,,,
43,22,11,,,,,,,,
44,,,,,,,,,,
45,No,Reference_point1,Reference_point2,,,,,,,
46,1,29,33,,,,,,,
47,2,30,34,,,,,,,
48,3,31,33,,,,,,,
49,4,30,34,,,,,,,
50,5,28,34,,,,,,,
51,6,28,33,,,,,,,
52,7,29,34,,,,,,,
53,8,32,34,,,,,,,
54,9,29,34,,,,,,,
55,10,32,34,,,,,,,
56,11,33,33,,,,,,,
57,12,28,33,,,,,,,
58,13,32,33,,,,,,,
59,14,32,33,,,,,,,
60,15,32,34,,,,,,,
61,16,31,34,,,,,,,
62,17,32,33,,,,,,,
63,18,33,34,,,,,,,
64,19,33,33,,,,,,,
65,20,31,34,,,,,,,
66,21,29,34,,,,,,,
67,22,32,33,,,,,,,
68,23,30,34,,,,,,,
69,24,32,33,,,,,,,
70,25,29,33,,,,,,,
71,26,31,33,,,,,,,
72,27,30,34,,,,,,,
73,28,30,33,,,,,,,
74,29,33,33,,,,,,,
75,30,33,33,,,,,,,
76,31,31,33,,,,,,,
77,32,28,33,,,,,,,
78,33,28,33,,,,,,,
79,34,31,33,,,,,,,
80,35,33,34,,,,,,,
81,36,32,33,,,,,,,
82,37,28,33,,,,,,,
83,38,30,34,,,,,,,
84,39,30,34,,,,,,,
85,40,33,33,,,,,,,
86,41,30,33,,,,,,,
87,42,28,33,,,,,,,
88,43,30,33,,,,,,,
89,44,30,33,,,,,,,
90,45,31,34,,,,,,,
91,46,33,34,,,,,,,
92,47,28,33,,,,,,,
93,48,33,33,,,,,,,
94,49,33,33,,,,,,,
95,50,29,33,,,,,,,
96,51,28,33,,,,,,,
97,52,30,33,,,,,,,
98,53,31,33,,,,,,,
99,54,28,33,,,,,,,
100,55,29,33,,,,,,,
101,56,32,33,,,,,,,
102,57,28,34,,,,,,,
103,58,33,33,,,,,,,
104,59,33,34,,,,,,,
105,60,33,34,,,,,,,
106,61,33,34,,,,,,,
107,62,32,33,,,,,,,
108,63,28,33,,,,,,,
109,64,28,33,,,,,,,
110,65,29,33,,,,,,,
111,66,28,34,,,,,,,
112,67,30,34,,,,,,,
113,68,33,33,,,,,,,
114,69,33,34,,,,,,,
115,70,33,33,,,,,,,
116,71,29,33,,,,,,,
117,72,32,33,,,,,,,
118,73,28,34,,,,,,,
119,74,31,33,,,,,,,
120,75,28,34,,,,,,,
121,76,29,33,,,,,,,
122,77,31,34,,,,,,,
123,78,29,34,,,,,,,
124,79,32,33,,,,,,,
125,80,30,34,,,,,,,
126,81,29,34,,,,,,,
127,82,33,33,,,,,,,
128,83,30,34,,,,,,,
129,84,32,33,,,,,,,
130,85,33,34,,,,,,,
131,86,30,33,,,,,,,
132,87,32,34,,,,,,,
133,88,30,34,,,,,,,
134,89,32,34,,,,,,,
135,90,28,33,,,,,,,
136,91,30,34,,,,,,,
137,92,28,34,,,,,,,
138,93,33,34,,,,,,,
139,94,29,34,,,,,,,
140,95,31,33,,,,,,,
141,96,30,34,,,,,,,
142,97,30,33,,,,,,,
143,98,33,33,,,,,,,
144,99,29,34,,,,,,,
145,100,32,33,,,,,,,
146,101,33,33,,,,,,,
147,102,30,33,,,,,,,
148,103,28,34,,,,,,,
149,104,30,34,,,,,,,
150,105,29,33,,,,,,,
151,106,32,33,,,,,,,
152,107,29,33,,,,,,,
153,108,28,33,,,,,,,
154,109,33,33,,,,,,,
155,110,28,33,,,,,,,
156,111,31,34,,,,,,,
157,112,32,33,,,,,,,
158,113,30,34,,,,,,,
159,114,33,33,,,,,,,
160,115,33,33,,,,,,,
161,116,30,33,,,,,,,
162,117,32,34,,,,,,,
163,118,30,33,,,,,,,
164,119,31,34,,,,,,,
165,120,31,33,,,,,,,
166,121,30,33,,,,,,,
167,122,31,33,,,,,,,
168,123,31,33,,,,,,,
169,124,29,33,,,,,,,
170,125,29,34,,,,,,,
171,126,30,33,,,,,,,
172,127,31,33,,,,,,,
173,128,32,33,,,,,,,
174,129,31,34,,,,,,,
175,130,32,33,,,,,,,
176,131,28,33,,,,,,,
177,132,33,33,,,,,,,
178,133,28,34,,,,,,,
179,134,30,33,,,,,,,
180,135,31,33,,,,,,,
181,136,32,33,,,,,,,
182,137,31,33,,,,,,,
183,138,28,33,,,,,,,
184,139,29,33,,,,,,,
185,140,32,33,,,,,,,
186,141,31,34,,,,,,,
187,142,28,33,,,,,,,
188,143,32,33,,,,,,,
189,144,31,33,,,,,,,
190,145,28,33,,,,,,,
191,146,30,34,,,,,,,
192,147,29,33,,,,,,,
193,148,28,33,,,,,,,
194,149,31,33,,,,,,,
195,150,29,34,,,,,,,
196,151,32,34,,,,,,,
197,152,32,33,,,,,,,
198,153,32,33,,,,,,,
199,154,31,33,,,,,,,
200,155,29,34,,,,,,,
201,156,33,33,,,,,,,
202,157,28,34,,,,,,,
203,158,31,33,,,,,,,
204,159,33,34,,,,,,,
205,160,30,34,,,,,,,
206,161,28,33,,,,,,,
207,162,29,33,,,,,,,
208,163,32,33,,,,,,,
209,164,33,33,,,,,,,
210,165,28,34,,,,,,,
211,166,30,34,,,,,,,
212,167,29,34,,,,,,,
213,168,30,34,,,,,,,
214,169,33,34,,,,,,,
215,170,30,33,,,,,,,
216,171,31,33,,,,,,,
217,172,28,33,,,,,,,
218,173,29,33,,,,,,,
219,174,30,34,,,,,,,
220,175,33,34,,,,,,,
221,176,29,33,,,,,,,
222,177,28,33,,,,,,,
223,178,32,34,,,,,,,
224,179,31,33,,,,,,,
225,180,30,34,,,,,,,
226,181,30,34,,,,,,,
227,182,30,33,,,,,,,
228,183,29,33,,,,,,,
229,184,33,33,,,,,,,
230,185,28,34,,,,,,,
231,186,30,34,,,,,,,
232,187,28,33,,,,,,,
233,188,29,33,,,,,,,
234,189,33,34,,,,,,,
235,190,29,33,,,,,,,
236,191,32,33,,,,,,,
237,192,28,33,,,,,,,
238,193,31,33,,,,,,,
239,194,32,34,,,,,,,
240,195,28,34,,,,,,,
241,196,29,34,,,,,,,
242,197,31,34,,,,,,,
243,198,33,34,,,,,,,
244,199,31,34,,,,,,,
245,200,28,34,,,,,,,
246,201,29,33,,,,,,,
247,202,30,33,,,,,,,
248,203,28,33,,,,,,,
249,204,33,34,,,,,,,
250,205,28,34,,,,,,,
251,206,31,34,,,,,,,
252,207,28,34,,,,,,,
253,208,33,33,,,,,,,
254,209,31,34,,,,,,,
255,210,32,34,,,,,,,
256,211,31,34,,,,,,,
257,212,28,33,,,,,,,
258,213,31,34,,,,,,,
259,214,30,33,,,,,,,
260,215,29,33,,,,,,,
261,216,31,33,,,,,,,
262,217,32,33,,,,,,,
263,218,28,34,,,,,,,
264,219,32,34,,,,,,,
265,220,29,33,,,,,,,
266,221,31,34,,,,,,,
267,222,32,33,,,,,,,
268,223,28,34,,,,,,,
269,224,31,34,,,,,,,
270,225,33,34,,,,,,,
271,226,30,34,,,,,,,
272,227,28,33,,,,,,,
273,228,30,33,,,,,,,
274,229,28,33,,,,,,,
275,230,32,33,,,,,,,
276,231,32,34,,,,,,,
277,232,32,34,,,,,,,
278,233,28,33,,,,,,,
279,234,33,34,,,,,,,
280,235,33,33,,,,,,,
281,236,30,34,,,,,,,
282,237,31,33,,,,,,,
283,238,29,34,,,,,,,
284,239,29,34,,,,,,,
285,240,29,34,,,,,,,
286,241,28,34,,,,,,,
287,242,29,33,,,,,,,
288,243,32,34,,,,,,,
289,244,29,33,,,,,,,
290,245,33,34,,,,,,,
291,246,30,34,,,,,,,
292,247,29,34,,,,,,,
293,248,31,34,,,,,,,
294,249,28,34,,,,,,,
295,250,29,34,,,,,,,
296,251,32,34,,,,,,,
297,252,32,34,,,,,,,
298,253,30,34,,,,,,,
299,254,28,34,,,,,,,
300,255,28,34,,,,,,,
301,256,28,33,,,,,,,
302,257,32,34,,,,,,,
303,258,29,34,,,,,,,
304,259,30,33,,,,,,,
305,260,28,33,,,,,,,
306,261,29,33,,,,,,,
307,262,33,33,,,,,,,
308,263,33,34,,,,,,,
309,264,30,34,,,,,,,
310,265,33,33,,,,,,,
311,266,32,33,,,,,,,
312,267,30,34,,,,,,,
313,268,29,33,,,,,,,
314,269,29,34,,,,,,,
315,270,33,34,,,,,,,
316,271,32,34,,,,,,,
317,272,29,33,,,,,,,
318,273,32,33,,,,,,,
319,274,33,33,,,,,,,
320,275,32,34,,,,,,,
321,276,30,34,,,,,,,
322,277,32,34,,,,,,,
323,278,30,33,,,,,,,
324,279,28,34,,,,,,,
325,280,31,34,,,,,,,
326,281,30,33,,,,,,,
327,282,31,34,,,,,,,
328,283,32,34,,,,,,,
329,284,33,33,,,,,,,
330,285,31,33,,,,,,,
331,286,31,34,,,,,,,
332,287,30,33,,,,,,,
333,288,31,34,,,,,,,
334,289,28,33,,,,,,,
335,290,29,34,,,,,,,
336,291,32,34,,,,,,,
337,292,33,33,,,,,,,
338,293,28,33,,,,,,,
339,294,32,33,,,,,,,
340,295,29,34,,,,,,,
341,296,29,34,,,,,,,
342,297,28,33,,,,,,,
343,298,31,33,,,,,,,
344,299,33,34,,,,,,,
345,300,31,33,,,,,,,
346,301,28,34,,,,,,,
347,302,33,34,,,,,,,
348,303,33,34,,,,,,,
349,304,29,34,,,,,,,
350,305,30,34,,,,,,,
351,306,28,34,,,,,,,
352,307,30,34,,,,,,,
353,308,28,33,,,,,,,
354,309,31,33,,,,,,,
355,310,32,34,,,,,,,
356,311,28,33,,,,,,,
357,312,32,34,,,,,,,
358,313,32,33,,,,,,,
359,314,32,33,,,,,,,
360,315,31,33,,,,,,,
361,316,32,34,,,,,,,
362,317,33,33,,,,,,,
363,318,32,34,,,,,,,
364,319,33,33,,,,,,,
365,320,30,33,,,,,,,
366,321,32,33,,,,,,,
